B15003_001E,B15003_001M,B15003_002E,B15003_002M,B15003_003E,B15003_003M,B15003_004E,B15003_004M,B15003_005E,B15003_005M,B15003_006E,B15003_006M,B15003_007E,B15003_007M,B15003_008E,B15003_008M,B15003_009E,B15003_009M,B15003_010E,B15003_010M,B15003_011E,B15003_011M,B15003_012E,B15003_012M,B15003_013E,B15003_013M,B15003_014E,B15003_014M,B15003_015E,B15003_015M,B15003_016E,B15003_016M,B15003_017E,B15003_017M,B15003_018E,B15003_018M,B15003_019E,B15003_019M,B15003_020E,B15003_020M,B15003_021E,B15003_021M,B15003_022E,B15003_022M,B15003_023E,B15003_023M,B15003_024E,B15003_024M,B15003_025E,B15003_025M,GEO_ID,NAME
0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08014980200,"Census Tract 9802, Broomfield County, Colorado"
0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08014980300,"Census Tract 9803, Broomfield County, Colorado"
1875,259,27,39,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,44,50,28,21,18,24,21,23,31,30,364,142,67,57,145,85,214,118,203,81,512,130,151,62,5,10,35,29,1400000US08015000100,"Census Tract 1, Chaffee County, Colorado"
3743,321,34,51,24,54,0,12,0,12,0,12,6,12,20,32,0,12,0,12,0,12,41,55,0,12,62,63,43,40,115,117,840,190,248,139,332,219,611,201,204,164,663,207,348,153,133,65,19,23,1400000US08015000200,"Census Tract 2, Chaffee County, Colorado"
2609,308,3,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,14,21,26,29,26,38,31,43,39,319,80,69,44,234,82,526,108,216,80,637,132,310,99,132,64,22,23,1400000US08015000300,"Census Tract 3, Chaffee County, Colorado"
3974,396,19,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,59,0,12,0,12,42,52,7,25,16,28,704,237,111,81,392,197,600,194,531,217,830,292,448,181,137,85,102,80,1400000US08015000401,"Census Tract 4.01, Chaffee County, Colorado"
3322,382,17,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,28,0,12,29,25,54,65,38,41,37,29,22,34,764,256,707,165,208,77,502,164,164,76,393,151,269,179,82,77,16,25,1400000US08015000402,"Census Tract 4.02, Chaffee County, Colorado"
1338,144,3,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,7,6,34,24,19,19,29,21,14,11,444,99,48,21,85,30,213,51,179,58,224,53,30,17,0,12,3,4,1400000US08017960600,"Census Tract 9606, Cheyenne County, Colorado"
4106,227,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,466,179,181,104,203,111,541,193,328,181,1337,255,789,237,121,68,140,115,1400000US08019014700,"Census Tract 147, Clear Creek County, Colorado"
1227,138,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,10,16,9,16,0,12,340,112,63,40,100,50,223,82,80,47,248,94,124,60,11,17,0,12,1400000US08019014800,"Census Tract 148, Clear Creek County, Colorado"
2043,169,0,12,4,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,10,12,35,45,5,9,2,3,452,100,111,52,76,39,428,83,136,42,558,117,186,48,32,20,0,12,1400000US08019014900,"Census Tract 149, Clear Creek County, Colorado"
2410,129,21,16,0,12,2,3,0,12,10,14,12,13,0,12,0,12,43,25,8,7,98,43,90,40,78,35,76,34,14,11,674,94,105,48,188,54,428,100,139,68,311,71,76,33,25,19,12,7,1400000US08021974800,"Census Tract 9748, Conejos County, Colorado"
2876,130,6,7,0,12,0,12,0,12,0,12,0,12,0,12,27,34,15,16,13,12,19,14,26,19,16,15,47,39,15,10,897,136,118,43,160,51,640,118,192,44,433,76,208,65,33,27,11,11,1400000US08021974900,"Census Tract 9749, Conejos County, Colorado"
1433,116,23,20,0,12,0,12,0,12,8,12,3,4,9,16,20,28,50,36,0,12,45,41,17,17,14,16,38,27,15,9,238,72,59,31,93,31,358,71,102,39,190,58,105,39,33,19,13,15,1400000US08023972600,"Census Tract 9726, Costilla County, Colorado"
1360,135,32,24,0,12,0,12,0,12,0,12,12,18,8,12,0,12,52,67,8,11,36,24,14,20,60,39,34,26,34,14,347,93,40,24,92,38,364,87,29,27,112,52,77,35,9,13,0,12,1400000US08023972700,"Census Tract 9727, Costilla County, Colorado"
3883,216,3,6,0,17,1,2,0,17,0,17,7,10,17,27,0,17,16,19,4,8,65,75,57,37,110,54,135,67,125,71,845,190,808,252,248,98,543,125,548,133,278,97,48,26,18,23,7,9,1400000US08025969600,"Census Tract 9696, Crowley County, Colorado"
3812,184,6,9,0,12,0,12,1,3,0,12,6,7,0,12,0,12,0,12,0,12,72,72,1,4,41,36,92,89,25,29,766,216,25,17,417,150,802,217,318,95,830,162,308,108,39,36,63,46,1400000US08027970100,"Census Tract 9701, Custer County, Colorado"
2582,279,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,51,15,18,8,11,36,34,31,31,701,174,124,48,121,50,432,133,174,119,537,130,251,89,86,67,12,13,1400000US08029964600,"Census Tract 9646, Delta County, Colorado"
3294,263,11,15,0,12,0,12,0,12,0,12,20,29,0,12,0,12,0,12,5,12,32,43,0,12,35,28,60,67,62,40,792,174,241,101,209,72,750,208,381,124,409,124,227,109,40,37,20,18,1400000US08029964700,"Census Tract 9647, Delta County, Colorado"
3191,312,57,51,0,12,0,12,0,12,0,12,12,16,14,20,7,13,38,42,25,25,42,39,101,64,126,92,68,41,71,63,920,194,621,138,170,72,331,99,155,94,320,126,68,57,26,26,19,30,1400000US08029964800,"Census Tract 9648, Delta County, Colorado"
3985,285,39,52,0,17,0,17,17,29,0,17,0,17,0,17,0,17,54,79,0,17,23,40,98,86,26,35,69,65,22,28,1478,353,255,143,353,164,571,215,246,185,513,178,221,129,0,17,0,17,1400000US08029964900,"Census Tract 9649, Delta County, Colorado"
3198,379,19,21,0,12,0,12,0,12,0,12,0,12,0,12,28,40,0,12,0,12,19,21,1,2,19,21,83,55,29,40,1118,305,190,85,308,108,544,198,208,79,413,156,168,83,37,41,14,26,1400000US08029965000,"Census Tract 9650, Delta County, Colorado"
2810,266,68,55,55,72,0,12,0,12,0,12,0,12,0,12,0,12,5,8,0,12,58,56,57,54,58,52,94,53,50,42,746,149,312,108,178,86,400,120,232,87,357,121,107,53,33,36,0,12,1400000US08029965100,"Census Tract 9651, Delta County, Colorado"
3233,285,10,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,20,0,12,42,33,52,34,30,32,978,196,68,46,246,90,450,114,384,115,495,149,274,82,140,83,48,31,1400000US08029965200,"Census Tract 9652, Delta County, Colorado"
2811,187,25,29,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,0,12,0,12,22,34,0,12,286,113,66,47,122,68,251,77,211,85,1182,178,394,91,138,73,91,65,1400000US08031000102,"Census Tract 1.02, Denver County, Colorado"
2976,248,95,54,0,12,0,12,0,12,0,12,33,50,0,12,11,24,113,95,0,12,67,60,12,17,53,49,82,86,136,87,483,145,245,89,50,37,279,90,226,98,667,125,367,125,18,22,39,29,1400000US08031000201,"Census Tract 2.01, Denver County, Colorado"
3023,206,66,34,0,12,0,12,0,12,0,12,40,38,0,12,0,12,80,84,12,20,118,78,16,24,25,31,179,98,79,54,394,118,170,84,167,69,421,141,195,103,678,169,282,94,66,50,35,32,1400000US08031000202,"Census Tract 2.02, Denver County, Colorado"
4747,313,90,106,0,17,0,17,0,17,0,17,29,42,0,17,0,17,84,119,0,17,0,17,27,42,116,102,31,46,86,115,510,155,72,58,111,75,557,155,58,49,1722,277,772,193,399,120,83,59,1400000US08031000301,"Census Tract 3.01, Denver County, Colorado"
3535,258,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,29,0,12,0,12,46,50,199,114,18,29,195,109,468,129,96,75,1640,275,556,159,193,90,107,77,1400000US08031000302,"Census Tract 3.02, Denver County, Colorado"
3770,421,17,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,68,59,17,26,0,12,0,12,484,169,67,56,115,76,418,132,197,129,1488,257,560,154,223,109,116,72,1400000US08031000303,"Census Tract 3.03, Denver County, Colorado"
2748,345,5,9,0,12,0,12,0,12,0,12,42,45,0,12,15,25,45,39,11,18,52,53,31,28,54,84,0,12,103,78,402,156,170,88,110,65,339,196,78,44,693,132,449,124,104,73,45,34,1400000US08031000401,"Census Tract 4.01, Denver County, Colorado"
4680,400,0,17,0,17,4,9,0,17,0,17,2,6,0,17,0,17,0,17,47,65,3,6,58,84,18,29,194,172,33,48,346,215,202,148,35,49,163,103,199,142,2011,342,830,186,408,170,127,73,1400000US08031000402,"Census Tract 4.02, Denver County, Colorado"
1799,113,45,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,0,12,27,41,0,12,4,8,6,8,6,9,157,69,13,14,49,36,173,58,48,28,642,92,441,101,144,61,38,25,1400000US08031000501,"Census Tract 5.01, Denver County, Colorado"
4501,348,159,116,0,17,26,34,0,17,0,17,9,16,0,17,36,45,62,90,24,36,141,133,0,17,105,121,7,18,17,27,328,153,62,65,202,131,506,184,195,94,1640,274,674,175,270,157,38,50,1400000US08031000502,"Census Tract 5.02, Denver County, Colorado"
2867,286,38,54,0,12,0,12,0,12,0,12,12,20,0,12,54,68,0,12,0,12,30,43,116,133,8,14,13,19,36,39,138,106,78,72,54,46,304,141,105,65,1196,235,496,146,152,91,37,34,1400000US08031000600,"Census Tract 6, Denver County, Colorado"
3318,301,208,136,0,12,0,12,0,12,0,12,33,35,0,12,0,12,14,20,17,27,10,14,17,21,38,42,106,90,227,146,437,137,277,160,157,97,344,119,129,74,813,218,384,131,69,68,38,41,1400000US08031000701,"Census Tract 7.01, Denver County, Colorado"
3355,378,42,39,0,12,0,12,0,12,0,12,10,18,0,12,28,42,30,43,28,43,30,31,48,48,34,46,67,74,54,63,623,256,267,173,256,124,425,192,62,55,1007,234,231,127,83,55,30,36,1400000US08031000702,"Census Tract 7.02, Denver County, Colorado"
499,81,36,30,0,12,0,12,0,12,0,12,0,12,0,12,3,5,4,7,6,9,0,12,58,24,56,42,0,12,14,16,103,60,50,34,35,28,66,35,19,19,47,46,2,5,0,12,0,12,1400000US08031000800,"Census Tract 8, Denver County, Colorado"
4053,337,135,83,0,17,0,17,29,45,0,17,0,17,0,17,41,50,233,129,0,17,130,87,288,166,56,47,76,64,258,123,944,234,285,150,188,77,403,141,152,74,714,195,78,44,37,43,6,11,1400000US08031000902,"Census Tract 9.02, Denver County, Colorado"
3600,295,102,102,0,17,0,17,22,36,58,93,73,55,23,36,16,28,133,78,52,40,109,59,226,128,66,62,145,94,36,41,854,202,260,115,172,85,614,187,61,35,502,135,55,42,21,26,0,17,1400000US08031000903,"Census Tract 9.03, Denver County, Colorado"
3460,248,157,106,0,17,0,17,0,17,27,43,55,64,61,51,69,54,158,94,33,38,146,70,141,100,83,61,136,90,107,65,848,155,204,95,148,63,398,142,212,121,324,90,113,65,22,25,18,19,1400000US08031000904,"Census Tract 9.04, Denver County, Colorado"
3005,302,132,68,0,12,0,12,0,12,0,12,60,56,11,19,0,12,195,116,10,15,33,31,93,75,93,64,247,130,130,83,447,155,160,97,169,103,396,156,93,55,612,196,48,32,8,13,68,50,1400000US08031000905,"Census Tract 9.05, Denver County, Colorado"
2882,318,87,62,10,16,0,12,0,12,24,39,0,12,71,73,9,18,268,211,20,24,43,41,53,50,177,116,100,95,117,81,985,221,243,120,27,27,176,83,117,63,273,110,49,41,33,41,0,12,1400000US08031001000,"Census Tract 10, Denver County, Colorado"
1914,197,7,11,0,12,0,12,24,36,0,12,0,12,0,12,17,28,32,42,53,52,28,24,101,71,36,27,65,34,55,44,381,142,87,56,74,51,212,85,52,36,477,119,156,68,34,28,23,20,1400000US08031001101,"Census Tract 11.01, Denver County, Colorado"
3759,411,63,66,0,12,0,12,0,12,0,12,0,12,33,53,0,12,44,54,13,24,113,133,7,12,61,64,31,30,47,58,319,144,60,39,126,76,275,131,155,116,1728,336,409,112,205,78,70,92,1400000US08031001102,"Census Tract 11.02, Denver County, Colorado"
3710,291,116,75,0,17,0,17,0,17,0,17,84,81,62,95,87,87,216,122,75,84,17,20,322,218,35,32,201,112,26,27,838,211,93,61,233,109,380,122,197,88,531,125,156,81,20,23,21,26,1400000US08031001301,"Census Tract 13.01, Denver County, Colorado"
2742,259,56,56,0,12,0,12,0,12,0,12,0,12,81,76,7,11,161,91,21,35,6,11,78,89,118,99,120,69,28,23,631,177,313,186,84,49,318,146,167,121,345,109,192,85,10,18,6,10,1400000US08031001302,"Census Tract 13.02, Denver County, Colorado"
4307,261,126,87,21,24,0,17,8,18,8,17,64,64,0,17,52,49,140,99,77,63,22,24,133,79,199,101,238,105,153,93,1280,302,334,165,166,73,367,101,251,117,456,131,172,90,17,19,23,25,1400000US08031001401,"Census Tract 14.01, Denver County, Colorado"
3092,293,78,78,0,12,0,12,7,12,6,9,65,88,0,12,43,62,79,75,93,93,40,47,77,61,246,134,164,106,95,56,741,267,266,159,144,68,288,115,132,82,441,181,87,60,0,12,0,12,1400000US08031001402,"Census Tract 14.02, Denver County, Colorado"
2538,198,0,12,0,12,0,12,0,12,0,12,30,34,0,12,4,12,121,79,0,12,0,12,46,53,31,51,24,32,34,36,247,96,90,47,75,53,419,157,244,111,873,171,266,92,16,22,18,21,1400000US08031001403,"Census Tract 14.03, Denver County, Colorado"
2401,316,96,58,0,12,0,12,22,34,31,37,16,25,9,14,15,24,72,68,0,12,88,88,177,107,79,63,90,74,85,75,555,213,161,79,107,71,176,80,141,81,291,103,149,88,20,21,21,22,1400000US08031001500,"Census Tract 15, Denver County, Colorado"
9987,788,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,133,129,0,19,143,214,113,134,30,52,336,259,72,84,806,423,76,80,416,266,1435,438,409,210,4274,626,1325,377,256,148,163,129,1400000US08031001600,"Census Tract 16, Denver County, Colorado"
6772,490,61,64,0,17,0,17,0,17,37,59,0,17,21,34,0,17,0,17,0,17,0,17,22,34,18,31,20,33,0,17,313,156,96,59,206,145,538,163,120,70,3139,397,1215,265,697,203,269,124,1400000US08031001701,"Census Tract 17.01, Denver County, Colorado"
3103,394,121,141,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,53,33,45,0,12,0,12,195,142,13,28,64,57,380,163,161,102,1073,252,743,228,183,93,103,75,1400000US08031001702,"Census Tract 17.02, Denver County, Colorado"
2717,178,59,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,45,49,20,26,10,18,68,65,52,41,71,59,131,57,406,112,87,51,61,45,309,112,202,93,868,146,259,87,48,35,21,23,1400000US08031001800,"Census Tract 18, Denver County, Colorado"
2056,307,65,62,0,12,0,12,0,12,0,12,8,12,44,31,0,12,44,36,46,55,82,63,91,65,19,29,150,105,19,27,308,134,87,66,119,62,251,111,84,70,251,89,322,144,53,44,13,23,1400000US08031001901,"Census Tract 19.01, Denver County, Colorado"
107,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,0,12,0,12,42,29,0,12,20,10,29,15,12,8,0,12,1400000US08031001902,"Census Tract 19.02, Denver County, Colorado"
2069,210,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,0,12,0,12,0,12,8,12,0,12,0,12,161,89,81,56,69,50,282,108,133,77,725,171,395,118,151,75,53,40,1400000US08031002000,"Census Tract 20, Denver County, Colorado"
5470,395,18,24,0,17,0,17,0,17,0,17,59,96,0,17,0,17,141,124,13,22,97,98,67,79,43,71,44,47,55,77,376,194,160,113,211,120,417,137,261,135,2138,333,832,221,333,129,205,109,1400000US08031002100,"Census Tract 21, Denver County, Colorado"
4002,287,21,34,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,50,57,51,70,120,107,90,101,293,133,254,239,130,87,473,171,206,113,1536,295,465,126,283,124,30,36,1400000US08031002300,"Census Tract 23, Denver County, Colorado"
1587,181,13,11,0,12,0,12,0,12,0,12,0,12,0,12,3,7,0,12,5,11,11,13,8,13,27,28,13,15,8,12,174,81,117,54,79,43,263,81,87,41,515,100,168,57,67,39,29,22,1400000US08031002402,"Census Tract 24.02, Denver County, Colorado"
3509,449,69,54,0,12,10,24,0,12,0,12,0,12,0,12,0,12,11,24,0,12,16,26,41,56,67,70,18,30,17,28,507,179,60,63,149,81,491,153,207,138,1137,279,552,216,105,90,52,51,1400000US08031002403,"Census Tract 24.03, Denver County, Colorado"
3432,388,0,12,0,12,0,12,0,12,0,12,0,12,12,19,12,19,21,32,0,12,0,12,65,63,0,12,24,37,33,37,364,204,94,120,142,83,498,183,138,94,1308,319,481,147,155,111,85,75,1400000US08031002601,"Census Tract 26.01, Denver County, Colorado"
2590,214,10,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,15,17,52,60,7,17,7,17,23,18,114,60,18,19,37,51,204,83,96,56,1215,205,562,145,148,54,73,61,1400000US08031002602,"Census Tract 26.02, Denver County, Colorado"
4240,294,32,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,45,0,12,0,12,0,12,12,20,33,44,16,25,317,128,74,53,74,58,572,205,271,128,1917,296,643,205,149,86,97,64,1400000US08031002701,"Census Tract 27.01, Denver County, Colorado"
5948,340,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,17,26,1,2,0,17,1,2,1,2,17,17,6,12,530,245,286,145,119,87,865,302,257,156,2411,362,997,210,305,152,135,91,1400000US08031002702,"Census Tract 27.02, Denver County, Colorado"
4498,369,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,40,45,42,69,14,22,363,164,97,71,185,106,433,156,225,119,2043,304,665,199,344,198,47,53,1400000US08031002703,"Census Tract 27.03, Denver County, Colorado"
2616,199,13,20,0,12,0,12,13,20,0,12,0,12,0,12,0,12,14,21,0,12,12,18,0,12,0,12,0,12,31,39,150,92,10,15,80,45,278,83,44,33,1318,196,486,106,141,66,26,23,1400000US08031002801,"Census Tract 28.01, Denver County, Colorado"
3463,312,13,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,29,0,12,0,12,0,12,32,29,42,50,0,12,244,121,42,43,170,90,406,167,129,91,1590,265,596,158,44,48,137,90,1400000US08031002802,"Census Tract 28.02, Denver County, Colorado"
4441,340,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,31,0,12,1,2,0,12,23,32,0,12,1,4,221,107,38,42,157,112,483,184,224,129,2141,298,798,178,244,129,89,56,1400000US08031002803,"Census Tract 28.03, Denver County, Colorado"
2940,216,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,31,8,14,0,12,0,12,0,12,8,13,32,51,152,84,28,32,65,52,461,140,117,73,1276,230,573,150,136,57,63,39,1400000US08031002901,"Census Tract 29.01, Denver County, Colorado"
3337,190,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,9,14,0,12,0,12,0,12,0,12,0,12,0,12,148,61,106,64,69,52,145,82,8,13,1567,182,1023,158,146,65,108,52,1400000US08031002902,"Census Tract 29.02, Denver County, Colorado"
4678,340,9,33,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,5,21,0,17,1,2,0,17,0,17,193,107,74,56,71,60,382,154,168,113,2137,362,1149,247,408,162,81,60,1400000US08031003001,"Census Tract 30.01, Denver County, Colorado"
2278,170,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,10,68,56,9,15,210,98,29,37,149,76,194,75,126,62,935,151,417,98,81,58,55,39,1400000US08031003002,"Census Tract 30.02, Denver County, Colorado"
1595,195,42,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,11,0,12,0,12,0,12,6,10,101,68,21,24,88,74,230,102,88,55,573,132,363,100,68,45,9,12,1400000US08031003003,"Census Tract 30.03, Denver County, Colorado"
3859,356,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,161,93,64,58,68,54,426,177,249,180,1683,344,819,219,169,108,220,102,1400000US08031003004,"Census Tract 30.04, Denver County, Colorado"
1329,121,13,14,0,12,0,12,0,12,0,12,0,12,0,12,5,8,0,12,0,12,12,15,0,12,13,17,0,12,25,25,202,92,19,19,42,38,164,73,13,13,487,92,224,78,81,46,29,24,1400000US08031003101,"Census Tract 31.01, Denver County, Colorado"
3171,289,31,32,0,12,0,12,0,12,0,12,28,40,0,12,8,18,0,12,0,12,23,25,56,68,66,63,72,53,13,23,260,87,109,74,136,73,273,120,187,82,1179,224,488,147,146,80,96,52,1400000US08031003102,"Census Tract 31.02, Denver County, Colorado"
5101,380,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,25,39,20,34,252,126,19,30,144,92,529,181,392,194,2352,355,966,245,234,110,168,97,1400000US08031003201,"Census Tract 32.01, Denver County, Colorado"
3128,244,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,10,12,19,0,12,5,11,10,18,211,125,28,32,37,37,385,128,164,69,1150,196,608,166,338,143,175,83,1400000US08031003202,"Census Tract 32.02, Denver County, Colorado"
2278,193,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,28,41,12,19,26,42,60,45,119,60,947,153,563,135,434,105,81,58,1400000US08031003203,"Census Tract 32.03, Denver County, Colorado"
2585,196,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,10,0,12,0,12,112,68,42,40,52,46,317,134,63,36,1014,196,561,112,324,83,93,59,1400000US08031003300,"Census Tract 33, Denver County, Colorado"
2311,193,10,15,0,12,0,12,0,12,13,20,0,12,0,12,0,12,0,12,0,12,0,12,26,37,0,12,0,12,0,12,50,32,49,49,39,32,57,40,71,44,977,160,564,125,300,89,155,80,1400000US08031003401,"Census Tract 34.01, Denver County, Colorado"
3604,239,34,42,0,12,0,12,0,12,0,12,0,12,0,12,15,24,0,12,0,12,0,12,27,31,11,17,2,4,0,12,229,98,32,28,102,51,238,82,197,83,1399,214,807,158,351,119,160,53,1400000US08031003402,"Census Tract 34.02, Denver County, Colorado"
4089,423,138,62,0,17,9,15,0,17,27,32,90,52,9,15,90,64,478,184,122,75,148,94,161,99,294,116,102,66,39,33,881,219,234,96,77,59,438,167,125,74,494,119,109,63,6,12,18,27,1400000US08031003500,"Census Tract 35, Denver County, Colorado"
3175,299,90,56,0,12,0,12,0,12,24,37,0,12,15,25,67,60,176,118,33,51,111,61,62,57,49,46,50,48,32,30,471,143,104,64,172,72,381,144,132,58,897,151,260,86,21,16,28,20,1400000US08031003601,"Census Tract 36.01, Denver County, Colorado"
3158,269,56,52,0,12,0,12,0,12,0,12,13,20,0,12,62,69,279,138,5,11,144,146,129,103,98,92,51,42,124,103,192,113,88,66,143,69,423,167,134,113,796,163,307,108,64,52,50,43,1400000US08031003602,"Census Tract 36.02, Denver County, Colorado"
2749,226,33,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,39,0,12,0,12,0,12,101,70,318,149,71,65,73,65,346,167,265,113,1015,180,386,133,87,55,30,27,1400000US08031003603,"Census Tract 36.03, Denver County, Colorado"
3251,305,8,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,12,13,22,0,12,15,26,0,12,47,57,166,82,65,45,65,43,370,161,244,94,1268,213,690,160,190,82,105,93,1400000US08031003701,"Census Tract 37.01, Denver County, Colorado"
4202,421,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,63,75,0,12,41,49,15,23,290,144,144,88,108,82,333,157,138,74,2094,273,717,177,183,111,76,85,1400000US08031003702,"Census Tract 37.02, Denver County, Colorado"
2583,215,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12,17,24,0,12,0,12,18,28,5,10,6,11,26,26,200,88,45,42,87,49,290,106,74,49,1020,178,413,108,228,83,145,71,1400000US08031003703,"Census Tract 37.03, Denver County, Colorado"
6071,525,0,17,0,17,0,17,0,17,0,17,0,17,0,17,23,37,0,17,0,17,0,17,31,36,20,33,35,39,34,53,347,155,139,205,90,75,572,195,240,129,1966,337,1689,291,662,182,223,103,1400000US08031003800,"Census Tract 38, Denver County, Colorado"
3369,296,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,29,0,12,141,82,34,40,107,77,390,167,16,25,1642,288,566,171,269,107,187,89,1400000US08031003901,"Census Tract 39.01, Denver County, Colorado"
3290,188,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,34,14,20,9,13,309,123,15,22,68,41,302,94,139,83,1405,218,613,128,280,96,112,59,1400000US08031003902,"Census Tract 39.02, Denver County, Colorado"
2440,147,14,22,0,12,0,12,0,12,0,12,0,12,25,31,0,12,0,12,0,12,8,12,0,12,11,17,0,12,9,14,180,74,57,50,29,23,242,79,105,49,1061,160,476,98,144,69,79,50,1400000US08031004002,"Census Tract 40.02, Denver County, Colorado"
3599,344,55,66,0,12,0,12,0,12,0,12,0,12,0,12,66,80,122,125,0,12,0,12,0,12,88,82,13,21,14,16,480,147,51,44,74,54,592,187,192,102,1086,184,543,140,175,69,48,40,1400000US08031004003,"Census Tract 40.03, Denver County, Colorado"
1490,83,8,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,20,16,16,114,43,6,9,88,34,173,54,138,50,494,86,248,54,127,46,64,32,1400000US08031004004,"Census Tract 40.04, Denver County, Colorado"
2315,213,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,21,0,12,28,24,12,20,253,91,28,26,69,62,357,162,140,75,810,177,375,110,157,72,66,69,1400000US08031004005,"Census Tract 40.05, Denver County, Colorado"
3151,283,0,12,0,12,13,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,67,58,152,96,70,89,124,100,350,118,73,48,1229,231,693,141,244,94,136,80,1400000US08031004006,"Census Tract 40.06, Denver County, Colorado"
3211,235,84,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,80,93,10,16,128,106,27,30,12,17,70,59,35,33,604,171,176,77,228,101,387,102,301,163,684,161,359,110,26,35,0,12,1400000US08031004101,"Census Tract 41.01, Denver County, Colorado"
3459,346,18,28,0,17,10,23,0,17,0,17,11,17,0,17,0,17,101,89,30,37,70,45,61,56,85,57,115,79,105,78,719,186,285,153,144,76,578,186,291,96,570,132,190,73,40,38,36,37,1400000US08031004102,"Census Tract 41.02, Denver County, Colorado"
3959,214,26,54,0,17,0,17,0,17,0,17,0,17,0,17,39,57,0,17,0,17,0,17,0,17,3,14,121,84,48,45,378,191,0,17,78,68,565,198,97,83,1517,254,722,181,228,93,137,76,1400000US08031004103,"Census Tract 41.03, Denver County, Colorado"
3791,273,53,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,72,110,0,12,13,20,0,12,32,30,16,26,27,30,459,148,46,41,64,42,630,227,153,86,1324,227,664,163,154,74,84,46,1400000US08031004104,"Census Tract 41.04, Denver County, Colorado"
