GEO_ID,NAME,B01003_001E,B01003_001M
1400000US08031001402,"Census Tract 14.02, Denver County, Colorado",4743,381
1400000US08031001403,"Census Tract 14.03, Denver County, Colorado",3032,237
1400000US08031001500,"Census Tract 15, Denver County, Colorado",4377,496
1400000US08031001600,"Census Tract 16, Denver County, Colorado",12361,810
1400000US08031001701,"Census Tract 17.01, Denver County, Colorado",7500,553
1400000US08031001702,"Census Tract 17.02, Denver County, Colorado",4491,533
1400000US08031001800,"Census Tract 18, Denver County, Colorado",3570,361
1400000US08031001901,"Census Tract 19.01, Denver County, Colorado",3346,344
1400000US08031001902,"Census Tract 19.02, Denver County, Colorado",778,207
1400000US08031002000,"Census Tract 20, Denver County, Colorado",2256,206
1400000US08031002100,"Census Tract 21, Denver County, Colorado",6568,543
1400000US08031002300,"Census Tract 23, Denver County, Colorado",5528,502
1400000US08031002402,"Census Tract 24.02, Denver County, Colorado",2034,219
1400000US08031002403,"Census Tract 24.03, Denver County, Colorado",4529,463
1400000US08031002601,"Census Tract 26.01, Denver County, Colorado",3869,428
1400000US08031002602,"Census Tract 26.02, Denver County, Colorado",2885,189
1400000US08031002701,"Census Tract 27.01, Denver County, Colorado",4592,283
1400000US08031002702,"Census Tract 27.02, Denver County, Colorado",6495,349
1400000US08031002703,"Census Tract 27.03, Denver County, Colorado",5217,480
1400000US08031002801,"Census Tract 28.01, Denver County, Colorado",3002,226
1400000US08031002802,"Census Tract 28.02, Denver County, Colorado",4060,381
1400000US08031002803,"Census Tract 28.03, Denver County, Colorado",4999,365
1400000US08031002901,"Census Tract 29.01, Denver County, Colorado",3559,272
1400000US08031002902,"Census Tract 29.02, Denver County, Colorado",4239,210
1400000US08031003001,"Census Tract 30.01, Denver County, Colorado",5874,402
1400000US08031003002,"Census Tract 30.02, Denver County, Colorado",2780,216
1400000US08031003003,"Census Tract 30.03, Denver County, Colorado",3346,325
1400000US08031003004,"Census Tract 30.04, Denver County, Colorado",6559,488
1400000US08031003101,"Census Tract 31.01, Denver County, Colorado",1812,137
1400000US08031003102,"Census Tract 31.02, Denver County, Colorado",3527,271
1400000US08031003201,"Census Tract 32.01, Denver County, Colorado",5853,385
1400000US08031003202,"Census Tract 32.02, Denver County, Colorado",3456,230
1400000US08031003203,"Census Tract 32.03, Denver County, Colorado",3032,307
1400000US08031003300,"Census Tract 33, Denver County, Colorado",3215,289
1400000US08031003401,"Census Tract 34.01, Denver County, Colorado",2658,219
1400000US08031003402,"Census Tract 34.02, Denver County, Colorado",4856,272
1400000US08031003500,"Census Tract 35, Denver County, Colorado",6636,649
1400000US08031003601,"Census Tract 36.01, Denver County, Colorado",4552,485
1400000US08031003602,"Census Tract 36.02, Denver County, Colorado",4862,477
1400000US08031003603,"Census Tract 36.03, Denver County, Colorado",3530,292
1400000US08031003701,"Census Tract 37.01, Denver County, Colorado",3677,310
1400000US08031003702,"Census Tract 37.02, Denver County, Colorado",4994,452
1400000US08031003703,"Census Tract 37.03, Denver County, Colorado",3266,271
1400000US08031003800,"Census Tract 38, Denver County, Colorado",6850,585
1400000US08031003901,"Census Tract 39.01, Denver County, Colorado",4204,427
1400000US08031003902,"Census Tract 39.02, Denver County, Colorado",4502,279
1400000US08031004002,"Census Tract 40.02, Denver County, Colorado",3525,230
1400000US08031004003,"Census Tract 40.03, Denver County, Colorado",4217,385
1400000US08031004004,"Census Tract 40.04, Denver County, Colorado",1965,116
1400000US08031004005,"Census Tract 40.05, Denver County, Colorado",3299,233
1400000US08031004006,"Census Tract 40.06, Denver County, Colorado",4857,396
1400000US08031004101,"Census Tract 41.01, Denver County, Colorado",4589,316
1400000US08031004102,"Census Tract 41.02, Denver County, Colorado",5054,475
1400000US08031004103,"Census Tract 41.03, Denver County, Colorado",5593,265
1400000US08031004104,"Census Tract 41.04, Denver County, Colorado",4758,319
1400000US08031004106,"Census Tract 41.06, Denver County, Colorado",13570,668
1400000US08031004107,"Census Tract 41.07, Denver County, Colorado",13352,673
1400000US08031004201,"Census Tract 42.01, Denver County, Colorado",4979,307
1400000US08031004202,"Census Tract 42.02, Denver County, Colorado",4567,241
1400000US08031004301,"Census Tract 43.01, Denver County, Colorado",5086,415
1400000US08031004302,"Census Tract 43.02, Denver County, Colorado",2662,168
1400000US08031004303,"Census Tract 43.03, Denver County, Colorado",4199,292
1400000US08031004304,"Census Tract 43.04, Denver County, Colorado",5739,287
1400000US08031004306,"Census Tract 43.06, Denver County, Colorado",5325,374
1400000US08031004403,"Census Tract 44.03, Denver County, Colorado",4342,323
1400000US08031004404,"Census Tract 44.04, Denver County, Colorado",6698,545
1400000US08031004405,"Census Tract 44.05, Denver County, Colorado",8976,561
1400000US08031004503,"Census Tract 45.03, Denver County, Colorado",4390,425
1400000US08031004504,"Census Tract 45.04, Denver County, Colorado",4638,394
1400000US08031004505,"Census Tract 45.05, Denver County, Colorado",4884,482
1400000US08031004506,"Census Tract 45.06, Denver County, Colorado",3795,299
1400000US08031004601,"Census Tract 46.01, Denver County, Colorado",6481,543
1400000US08031004602,"Census Tract 46.02, Denver County, Colorado",7698,986
1400000US08031004603,"Census Tract 46.03, Denver County, Colorado",6117,413
1400000US08031004700,"Census Tract 47, Denver County, Colorado",7221,591
1400000US08031004801,"Census Tract 48.01, Denver County, Colorado",3627,417
1400000US08031005001,"Census Tract 50.01, Denver County, Colorado",2718,247
1400000US08031005002,"Census Tract 50.02, Denver County, Colorado",8056,512
1400000US08031005102,"Census Tract 51.02, Denver County, Colorado",3519,353
1400000US08031005104,"Census Tract 51.04, Denver County, Colorado",3863,488
1400000US08031005200,"Census Tract 52, Denver County, Colorado",3479,248
1400000US08031005300,"Census Tract 53, Denver County, Colorado",1547,156
1400000US08031005502,"Census Tract 55.02, Denver County, Colorado",2223,206
1400000US08031005503,"Census Tract 55.03, Denver County, Colorado",5025,427
1400000US08031006701,"Census Tract 67.01, Denver County, Colorado",4080,262
1400000US08031006804,"Census Tract 68.04, Denver County, Colorado",3168,262
1400000US08031006809,"Census Tract 68.09, Denver County, Colorado",7800,384
1400000US08031006810,"Census Tract 68.10, Denver County, Colorado",5836,542
1400000US08031006811,"Census Tract 68.11, Denver County, Colorado",6497,436
1400000US08031006812,"Census Tract 68.12, Denver County, Colorado",4096,305
1400000US08031006813,"Census Tract 68.13, Denver County, Colorado",4293,455
1400000US08031006814,"Census Tract 68.14, Denver County, Colorado",5296,535
1400000US08031006901,"Census Tract 69.01, Denver County, Colorado",5827,518
1400000US08031007006,"Census Tract 70.06, Denver County, Colorado",5228,708
1400000US08031007013,"Census Tract 70.13, Denver County, Colorado",3927,241
1400000US08031007037,"Census Tract 70.37, Denver County, Colorado",4361,605
1400000US08031007088,"Census Tract 70.88, Denver County, Colorado",4922,464
1400000US08031007089,"Census Tract 70.89, Denver County, Colorado",5194,356
1400000US08031008304,"Census Tract 83.04, Denver County, Colorado",3790,497
1400000US08031008305,"Census Tract 83.05, Denver County, Colorado",4792,519
1400000US08031008306,"Census Tract 83.06, Denver County, Colorado",7188,628
1400000US08031008312,"Census Tract 83.12, Denver County, Colorado",8245,669
1400000US08031008386,"Census Tract 83.86, Denver County, Colorado",5449,503
1400000US08031008387,"Census Tract 83.87, Denver County, Colorado",7596,614
1400000US08031008388,"Census Tract 83.88, Denver County, Colorado",10738,1017
1400000US08031008389,"Census Tract 83.89, Denver County, Colorado",11639,760
1400000US08031008390,"Census Tract 83.90, Denver County, Colorado",9739,711
1400000US08031008391,"Census Tract 83.91, Denver County, Colorado",7315,681
1400000US08031011902,"Census Tract 119.02, Denver County, Colorado",6229,711
1400000US08031011903,"Census Tract 119.03, Denver County, Colorado",2496,201
1400000US08031012001,"Census Tract 120.01, Denver County, Colorado",1977,177
1400000US08031012010,"Census Tract 120.10, Denver County, Colorado",5322,260
1400000US08031012014,"Census Tract 120.14, Denver County, Colorado",6819,320
1400000US08031015300,"Census Tract 153, Denver County, Colorado",4019,358
1400000US08031015400,"Census Tract 154, Denver County, Colorado",4868,442
1400000US08031015500,"Census Tract 155, Denver County, Colorado",3576,299
1400000US08031015600,"Census Tract 156, Denver County, Colorado",8879,770
1400000US08031015700,"Census Tract 157, Denver County, Colorado",6011,480
1400000US08031980000,"Census Tract 9800, Denver County, Colorado",1708,141
1400000US08031980100,"Census Tract 9801, Denver County, Colorado",0,12
1400000US08033000100,"Census Tract 1, Dolores County, Colorado",1857,186
1400000US08035013901,"Census Tract 139.01, Douglas County, Colorado",7807,433
1400000US08035013904,"Census Tract 139.04, Douglas County, Colorado",4452,301
1400000US08035013905,"Census Tract 139.05, Douglas County, Colorado",4265,271
1400000US08035013907,"Census Tract 139.07, Douglas County, Colorado",5591,302
1400000US08035013908,"Census Tract 139.08, Douglas County, Colorado",6560,410
1400000US08035013909,"Census Tract 139.09, Douglas County, Colorado",6016,507
1400000US08035013910,"Census Tract 139.10, Douglas County, Colorado",7582,440
1400000US08035013911,"Census Tract 139.11, Douglas County, Colorado",7409,386
1400000US08035014001,"Census Tract 140.01, Douglas County, Colorado",8007,494
1400000US08035014005,"Census Tract 140.05, Douglas County, Colorado",5008,227
1400000US08035014006,"Census Tract 140.06, Douglas County, Colorado",6934,297
1400000US08035014007,"Census Tract 140.07, Douglas County, Colorado",3374,250
1400000US08035014008,"Census Tract 140.08, Douglas County, Colorado",9343,507
1400000US08035014009,"Census Tract 140.09, Douglas County, Colorado",4252,233
1400000US08035014010,"Census Tract 140.10, Douglas County, Colorado",5997,352
1400000US08035014011,"Census Tract 140.11, Douglas County, Colorado",5608,388
1400000US08035014012,"Census Tract 140.12, Douglas County, Colorado",7976,480
1400000US08035014013,"Census Tract 140.13, Douglas County, Colorado",8314,401
1400000US08035014107,"Census Tract 141.07, Douglas County, Colorado",3775,207
1400000US08035014108,"Census Tract 141.08, Douglas County, Colorado",4849,256
1400000US08035014109,"Census Tract 141.09, Douglas County, Colorado",2882,154
1400000US08035014110,"Census Tract 141.10, Douglas County, Colorado",5716,335
1400000US08035014112,"Census Tract 141.12, Douglas County, Colorado",3913,184
1400000US08035014113,"Census Tract 141.13, Douglas County, Colorado",3179,157
1400000US08035014114,"Census Tract 141.14, Douglas County, Colorado",3507,213
1400000US08035014115,"Census Tract 141.15, Douglas County, Colorado",4208,247
1400000US08035014116,"Census Tract 141.16, Douglas County, Colorado",5918,509
1400000US08035014122,"Census Tract 141.22, Douglas County, Colorado",7137,409
1400000US08035014123,"Census Tract 141.23, Douglas County, Colorado",3537,282
1400000US08035014124,"Census Tract 141.24, Douglas County, Colorado",5288,254
1400000US08035014125,"Census Tract 141.25, Douglas County, Colorado",5123,391
1400000US08035014126,"Census Tract 141.26, Douglas County, Colorado",2130,164
1400000US08035014127,"Census Tract 141.27, Douglas County, Colorado",5289,314
1400000US08035014128,"Census Tract 141.28, Douglas County, Colorado",4859,267
1400000US08035014129,"Census Tract 141.29, Douglas County, Colorado",3742,151
1400000US08035014130,"Census Tract 141.30, Douglas County, Colorado",7396,398
1400000US08035014131,"Census Tract 141.31, Douglas County, Colorado",5134,301
1400000US08035014132,"Census Tract 141.32, Douglas County, Colorado",6394,301
1400000US08035014133,"Census Tract 141.33, Douglas County, Colorado",6337,354
1400000US08035014134,"Census Tract 141.34, Douglas County, Colorado",6329,266
1400000US08035014135,"Census Tract 141.35, Douglas County, Colorado",4868,316
1400000US08035014136,"Census Tract 141.36, Douglas County, Colorado",9614,573
1400000US08035014137,"Census Tract 141.37, Douglas County, Colorado",9813,307
1400000US08035014138,"Census Tract 141.38, Douglas County, Colorado",3059,336
1400000US08035014139,"Census Tract 141.39, Douglas County, Colorado",4160,244
1400000US08035014140,"Census Tract 141.40, Douglas County, Colorado",5309,324
1400000US08035014202,"Census Tract 142.02, Douglas County, Colorado",2159,209
1400000US08035014203,"Census Tract 142.03, Douglas County, Colorado",6684,358
1400000US08035014204,"Census Tract 142.04, Douglas County, Colorado",3213,152
1400000US08035014300,"Census Tract 143, Douglas County, Colorado",923,94
1400000US08035014403,"Census Tract 144.03, Douglas County, Colorado",6148,295
1400000US08035014404,"Census Tract 144.04, Douglas County, Colorado",2612,164
1400000US08035014405,"Census Tract 144.05, Douglas County, Colorado",7560,326
1400000US08035014406,"Census Tract 144.06, Douglas County, Colorado",13460,456
1400000US08035014503,"Census Tract 145.03, Douglas County, Colorado",5683,376
1400000US08035014504,"Census Tract 145.04, Douglas County, Colorado",4637,321
1400000US08035014505,"Census Tract 145.05, Douglas County, Colorado",5797,390
1400000US08035014506,"Census Tract 145.06, Douglas County, Colorado",5410,349
1400000US08035014602,"Census Tract 146.02, Douglas County, Colorado",2658,213
1400000US08035014603,"Census Tract 146.03, Douglas County, Colorado",6892,350
1400000US08035014604,"Census Tract 146.04, Douglas County, Colorado",4245,221
1400000US08037000100,"Census Tract 1, Eagle County, Colorado",1463,299
1400000US08037000200,"Census Tract 2, Eagle County, Colorado",7439,151
1400000US08037000301,"Census Tract 3.01, Eagle County, Colorado",6964,689
1400000US08037000302,"Census Tract 3.02, Eagle County, Colorado",2253,358
1400000US08037000401,"Census Tract 4.01, Eagle County, Colorado",4387,687
1400000US08037000402,"Census Tract 4.02, Eagle County, Colorado",4800,557
1400000US08037000403,"Census Tract 4.03, Eagle County, Colorado",8857,564
1400000US08037000501,"Census Tract 5.01, Eagle County, Colorado",462,184
1400000US08037000502,"Census Tract 5.02, Eagle County, Colorado",4224,642
1400000US08037000503,"Census Tract 5.03, Eagle County, Colorado",6539,15
1400000US08037000600,"Census Tract 6, Eagle County, Colorado",1446,275
1400000US08037000701,"Census Tract 7.01, Eagle County, Colorado",1693,336
1400000US08037000702,"Census Tract 7.02, Eagle County, Colorado",1453,232
1400000US08037000703,"Census Tract 7.03, Eagle County, Colorado",2701,260
1400000US08039961100,"Census Tract 9611, Elbert County, Colorado",2227,214
1400000US08039961204,"Census Tract 9612.04, Elbert County, Colorado",8121,370
1400000US08039961205,"Census Tract 9612.05, Elbert County, Colorado",2057,179
1400000US08039961206,"Census Tract 9612.06, Elbert County, Colorado",3735,202
1400000US08039961207,"Census Tract 9612.07, Elbert County, Colorado",3930,256
1400000US08039961208,"Census Tract 9612.08, Elbert County, Colorado",3465,234
1400000US08039961209,"Census Tract 9612.09, Elbert County, Colorado",2182,180
1400000US08041000101,"Census Tract 1.01, El Paso County, Colorado",5892,439
1400000US08041000102,"Census Tract 1.02, El Paso County, Colorado",3387,194
1400000US08041000202,"Census Tract 2.02, El Paso County, Colorado",4655,251
1400000US08041000203,"Census Tract 2.03, El Paso County, Colorado",4318,300
1400000US08041000301,"Census Tract 3.01, El Paso County, Colorado",3376,414
1400000US08041000302,"Census Tract 3.02, El Paso County, Colorado",5021,474
1400000US08041000400,"Census Tract 4, El Paso County, Colorado",2214,200
1400000US08041000500,"Census Tract 5, El Paso County, Colorado",2100,190
1400000US08041000600,"Census Tract 6, El Paso County, Colorado",3007,239
1400000US08041000700,"Census Tract 7, El Paso County, Colorado",3413,295
1400000US08041000800,"Census Tract 8, El Paso County, Colorado",2985,277
1400000US08041000900,"Census Tract 9, El Paso County, Colorado",2399,272
1400000US08041001000,"Census Tract 10, El Paso County, Colorado",2301,212
1400000US08041001101,"Census Tract 11.01, El Paso County, Colorado",1490,213
1400000US08041001104,"Census Tract 11.04, El Paso County, Colorado",3161,216
1400000US08041001301,"Census Tract 13.01, El Paso County, Colorado",2099,241
1400000US08041001302,"Census Tract 13.02, El Paso County, Colorado",5399,316
1400000US08041001400,"Census Tract 14, El Paso County, Colorado",3321,227
1400000US08041001500,"Census Tract 15, El Paso County, Colorado",2145,345
1400000US08041001600,"Census Tract 16, El Paso County, Colorado",3359,345
1400000US08041001700,"Census Tract 17, El Paso County, Colorado",1882,138
1400000US08041001800,"Census Tract 18, El Paso County, Colorado",1952,170
1400000US08041001900,"Census Tract 19, El Paso County, Colorado",4873,569
1400000US08041002000,"Census Tract 20, El Paso County, Colorado",6834,491
1400000US08041002101,"Census Tract 21.01, El Paso County, Colorado",3755,358
1400000US08041002102,"Census Tract 21.02, El Paso County, Colorado",4776,512
1400000US08041002200,"Census Tract 22, El Paso County, Colorado",2942,290
1400000US08041002300,"Census Tract 23, El Paso County, Colorado",1892,320
1400000US08041002400,"Census Tract 24, El Paso County, Colorado",5329,394
1400000US08041002501,"Census Tract 25.01, El Paso County, Colorado",3551,217
1400000US08041002502,"Census Tract 25.02, El Paso County, Colorado",4435,354
1400000US08041002700,"Census Tract 27, El Paso County, Colorado",3246,320
1400000US08041002800,"Census Tract 28, El Paso County, Colorado",6593,571
1400000US08041002900,"Census Tract 29, El Paso County, Colorado",5582,736
1400000US08041003000,"Census Tract 30, El Paso County, Colorado",3888,466
1400000US08041003100,"Census Tract 31, El Paso County, Colorado",4351,328
1400000US08041003303,"Census Tract 33.03, El Paso County, Colorado",5793,407
1400000US08041003305,"Census Tract 33.05, El Paso County, Colorado",7402,503
1400000US08041003306,"Census Tract 33.06, El Paso County, Colorado",3195,335
1400000US08041003307,"Census Tract 33.07, El Paso County, Colorado",3450,371
1400000US08041003308,"Census Tract 33.08, El Paso County, Colorado",6004,454
1400000US08041003400,"Census Tract 34, El Paso County, Colorado",3381,253
1400000US08041003701,"Census Tract 37.01, El Paso County, Colorado",7967,457
1400000US08041003702,"Census Tract 37.02, El Paso County, Colorado",5236,261
1400000US08041003705,"Census Tract 37.05, El Paso County, Colorado",5953,314
1400000US08041003706,"Census Tract 37.06, El Paso County, Colorado",4572,248
1400000US08041003707,"Census Tract 37.07, El Paso County, Colorado",3950,197
1400000US08041003708,"Census Tract 37.08, El Paso County, Colorado",3001,232
1400000US08041003709,"Census Tract 37.09, El Paso County, Colorado",6220,381
1400000US08041003801,"Census Tract 38.01, El Paso County, Colorado",2183,203
1400000US08041003802,"Census Tract 38.02, El Paso County, Colorado",4329,320
1400000US08041003902,"Census Tract 39.02, El Paso County, Colorado",14149,773
1400000US08041003905,"Census Tract 39.05, El Paso County, Colorado",4223,314
1400000US08041003906,"Census Tract 39.06, El Paso County, Colorado",6275,463
1400000US08041003909,"Census Tract 39.09, El Paso County, Colorado",6330,493
1400000US08041004008,"Census Tract 40.08, El Paso County, Colorado",3027,386
1400000US08041004009,"Census Tract 40.09, El Paso County, Colorado",1692,192
1400000US08041004100,"Census Tract 41, El Paso County, Colorado",5036,339
1400000US08041004200,"Census Tract 42, El Paso County, Colorado",3789,343
1400000US08041004300,"Census Tract 43, El Paso County, Colorado",6727,538
1400000US08041004401,"Census Tract 44.01, El Paso County, Colorado",9406,640
1400000US08041004402,"Census Tract 44.02, El Paso County, Colorado",5545,420
1400000US08041004403,"Census Tract 44.03, El Paso County, Colorado",1220,287
1400000US08041004501,"Census Tract 45.01, El Paso County, Colorado",5493,494
1400000US08041004502,"Census Tract 45.02, El Paso County, Colorado",6731,421
1400000US08041004503,"Census Tract 45.03, El Paso County, Colorado",15820,767
1400000US08041004506,"Census Tract 45.06, El Paso County, Colorado",5581,306
1400000US08041004507,"Census Tract 45.07, El Paso County, Colorado",3541,469
1400000US08041004508,"Census Tract 45.08, El Paso County, Colorado",7287,625
1400000US08041004510,"Census Tract 45.10, El Paso County, Colorado",11057,843
1400000US08041004511,"Census Tract 45.11, El Paso County, Colorado",7195,657
1400000US08041004601,"Census Tract 46.01, El Paso County, Colorado",4232,349
1400000US08041004602,"Census Tract 46.02, El Paso County, Colorado",4629,419
1400000US08041004603,"Census Tract 46.03, El Paso County, Colorado",7754,610
1400000US08041004701,"Census Tract 47.01, El Paso County, Colorado",4853,307
1400000US08041004702,"Census Tract 47.02, El Paso County, Colorado",2112,225
1400000US08041004703,"Census Tract 47.03, El Paso County, Colorado",5869,440
1400000US08041004705,"Census Tract 47.05, El Paso County, Colorado",8979,603
1400000US08041004706,"Census Tract 47.06, El Paso County, Colorado",5512,381
1400000US08041004800,"Census Tract 48, El Paso County, Colorado",5022,491
1400000US08041004901,"Census Tract 49.01, El Paso County, Colorado",3649,308
1400000US08041004902,"Census Tract 49.02, El Paso County, Colorado",5583,424
1400000US08041005000,"Census Tract 50, El Paso County, Colorado",5577,490
1400000US08041005104,"Census Tract 51.04, El Paso County, Colorado",10596,705
1400000US08041005105,"Census Tract 51.05, El Paso County, Colorado",7599,873
1400000US08041005106,"Census Tract 51.06, El Paso County, Colorado",10848,461
1400000US08041005107,"Census Tract 51.07, El Paso County, Colorado",9048,500
1400000US08041005108,"Census Tract 51.08, El Paso County, Colorado",9219,443
1400000US08041005109,"Census Tract 51.09, El Paso County, Colorado",8027,674
1400000US08041005110,"Census Tract 51.10, El Paso County, Colorado",4230,350
1400000US08041005111,"Census Tract 51.11, El Paso County, Colorado",8507,571
1400000US08041005201,"Census Tract 52.01, El Paso County, Colorado",4364,676
1400000US08041005202,"Census Tract 52.02, El Paso County, Colorado",3081,281
1400000US08041005300,"Census Tract 53, El Paso County, Colorado",4915,459
1400000US08041005400,"Census Tract 54, El Paso County, Colorado",6164,512
1400000US08041005501,"Census Tract 55.01, El Paso County, Colorado",4942,305
1400000US08041005502,"Census Tract 55.02, El Paso County, Colorado",4630,481
1400000US08041005601,"Census Tract 56.01, El Paso County, Colorado",5206,290
1400000US08041005602,"Census Tract 56.02, El Paso County, Colorado",3422,230
1400000US08041005700,"Census Tract 57, El Paso County, Colorado",6092,364
1400000US08041005800,"Census Tract 58, El Paso County, Colorado",3059,237
1400000US08041005900,"Census Tract 59, El Paso County, Colorado",6673,517
1400000US08041006000,"Census Tract 60, El Paso County, Colorado",7045,584
1400000US08041006100,"Census Tract 61, El Paso County, Colorado",4340,464
1400000US08041006200,"Census Tract 62, El Paso County, Colorado",5194,576
1400000US08041006301,"Census Tract 63.01, El Paso County, Colorado",5196,421
1400000US08041006302,"Census Tract 63.02, El Paso County, Colorado",6035,700
1400000US08041006400,"Census Tract 64, El Paso County, Colorado",7530,789
1400000US08041006501,"Census Tract 65.01, El Paso County, Colorado",3877,316
1400000US08041006502,"Census Tract 65.02, El Paso County, Colorado",7508,669
1400000US08041006600,"Census Tract 66, El Paso County, Colorado",2368,153
1400000US08041006700,"Census Tract 67, El Paso County, Colorado",6132,323
1400000US08041006801,"Census Tract 68.01, El Paso County, Colorado",4304,294
1400000US08041006802,"Census Tract 68.02, El Paso County, Colorado",4054,428
1400000US08041006901,"Census Tract 69.01, El Paso County, Colorado",5109,248
1400000US08041006902,"Census Tract 69.02, El Paso County, Colorado",5239,259
1400000US08041007000,"Census Tract 70, El Paso County, Colorado",4520,297
1400000US08041007101,"Census Tract 71.01, El Paso County, Colorado",10685,674
1400000US08041007102,"Census Tract 71.02, El Paso County, Colorado",10097,500
1400000US08041007201,"Census Tract 72.01, El Paso County, Colorado",10751,578
1400000US08041007202,"Census Tract 72.02, El Paso County, Colorado",9588,510
1400000US08041007300,"Census Tract 73, El Paso County, Colorado",10786,628
1400000US08041007400,"Census Tract 74, El Paso County, Colorado",8895,577
1400000US08041007500,"Census Tract 75, El Paso County, Colorado",8852,597
1400000US08041007601,"Census Tract 76.01, El Paso County, Colorado",9405,622
1400000US08041007602,"Census Tract 76.02, El Paso County, Colorado",3524,265
1400000US08041007700,"Census Tract 77, El Paso County, Colorado",6123,436
1400000US08041007800,"Census Tract 78, El Paso County, Colorado",5457,491
1400000US08041007900,"Census Tract 79, El Paso County, Colorado",2747,209
1400000US08041008000,"Census Tract 80, El Paso County, Colorado",4537,308
1400000US08043978100,"Census Tract 9781, Fremont County, Colorado",3574,372
1400000US08043978200,"Census Tract 9782, Fremont County, Colorado",3628,222
1400000US08043978300,"Census Tract 9783, Fremont County, Colorado",5266,406
1400000US08043978400,"Census Tract 9784, Fremont County, Colorado",2388,277
1400000US08043978500,"Census Tract 9785, Fremont County, Colorado",5715,341
1400000US08043978600,"Census Tract 9786, Fremont County, Colorado",3631,327
1400000US08043978800,"Census Tract 9788, Fremont County, Colorado",2313,212
1400000US08043979000,"Census Tract 9790, Fremont County, Colorado",3456,406
1400000US08043979100,"Census Tract 9791, Fremont County, Colorado",3108,286
1400000US08043979200,"Census Tract 9792, Fremont County, Colorado",1713,156
1400000US08043979400,"Census Tract 9794, Fremont County, Colorado",3196,358
1400000US08043980100,"Census Tract 9801, Fremont County, Colorado",308,136
1400000US08043980200,"Census Tract 9802, Fremont County, Colorado",3073,712
1400000US08043980300,"Census Tract 9803, Fremont County, Colorado",5952,680
1400000US08045951600,"Census Tract 9516, Garfield County, Colorado",3806,368
1400000US08045951701,"Census Tract 9517.01, Garfield County, Colorado",4162,397
1400000US08045951702,"Census Tract 9517.02, Garfield County, Colorado",3183,285
1400000US08045951802,"Census Tract 9518.02, Garfield County, Colorado",4109,509
1400000US08045951803,"Census Tract 9518.03, Garfield County, Colorado",6379,436
1400000US08045951804,"Census Tract 9518.04, Garfield County, Colorado",4533,442
1400000US08045951901,"Census Tract 9519.01, Garfield County, Colorado",4936,395
1400000US08045951902,"Census Tract 9519.02, Garfield County, Colorado",7182,522
1400000US08045952001,"Census Tract 9520.01, Garfield County, Colorado",5347,473
1400000US08045952002,"Census Tract 9520.02, Garfield County, Colorado",8604,540
1400000US08045952100,"Census Tract 9521, Garfield County, Colorado",6814,516
1400000US08047013800,"Census Tract 138, Gilpin County, Colorado",6018,*****
1400000US08049000100,"Census Tract 1, Grand County, Colorado",3432,385
1400000US08049000201,"Census Tract 2.01, Grand County, Colorado",5225,558
1400000US08049000202,"Census Tract 2.02, Grand County, Colorado",6646,557
1400000US08051963600,"Census Tract 9636, Gunnison County, Colorado",4437,371
1400000US08051963700,"Census Tract 9637, Gunnison County, Colorado",6622,135
1400000US08051963800,"Census Tract 9638, Gunnison County, Colorado",4710,445
1400000US08051963900,"Census Tract 9639, Gunnison County, Colorado",1033,185
1400000US08053973100,"Census Tract 9731, Hinsdale County, Colorado",857,111
1400000US08055960600,"Census Tract 9606, Huerfano County, Colorado",3162,112
1400000US08055960900,"Census Tract 9609, Huerfano County, Colorado",3517,112
1400000US08057955600,"Census Tract 9556, Jackson County, Colorado",1261,128
1400000US08059009806,"Census Tract 98.06, Jefferson County, Colorado",3867,249
1400000US08059009807,"Census Tract 98.07, Jefferson County, Colorado",1737,144
1400000US08059009808,"Census Tract 98.08, Jefferson County, Colorado",6024,362
1400000US08059009815,"Census Tract 98.15, Jefferson County, Colorado",5395,268
1400000US08059009823,"Census Tract 98.23, Jefferson County, Colorado",4829,308
1400000US08059009824,"Census Tract 98.24, Jefferson County, Colorado",4750,298
1400000US08059009827,"Census Tract 98.27, Jefferson County, Colorado",6218,375
1400000US08059009828,"Census Tract 98.28, Jefferson County, Colorado",5802,444
1400000US08059009829,"Census Tract 98.29, Jefferson County, Colorado",1841,92
1400000US08059009830,"Census Tract 98.30, Jefferson County, Colorado",2245,125
1400000US08059009831,"Census Tract 98.31, Jefferson County, Colorado",2624,239
1400000US08059009832,"Census Tract 98.32, Jefferson County, Colorado",2653,175
1400000US08059009833,"Census Tract 98.33, Jefferson County, Colorado",5506,455
1400000US08059009834,"Census Tract 98.34, Jefferson County, Colorado",4364,305
1400000US08059009835,"Census Tract 98.35, Jefferson County, Colorado",3739,250
1400000US08059009836,"Census Tract 98.36, Jefferson County, Colorado",4016,204
1400000US08059009837,"Census Tract 98.37, Jefferson County, Colorado",6533,394
1400000US08059009838,"Census Tract 98.38, Jefferson County, Colorado",4904,214
1400000US08059009839,"Census Tract 98.39, Jefferson County, Colorado",2379,116
1400000US08059009840,"Census Tract 98.40, Jefferson County, Colorado",3664,342
1400000US08059009841,"Census Tract 98.41, Jefferson County, Colorado",2202,141
1400000US08059009842,"Census Tract 98.42, Jefferson County, Colorado",3408,194
1400000US08059009843,"Census Tract 98.43, Jefferson County, Colorado",8439,437
1400000US08059009845,"Census Tract 98.45, Jefferson County, Colorado",4210,219
1400000US08059009846,"Census Tract 98.46, Jefferson County, Colorado",4733,292
