geoid,name,B01003001,"B01003001, Error"
14000US08035014005,"Census Tract 140.05, Douglas, CO",4903,464
14000US08035014006,"Census Tract 140.06, Douglas, CO",6902,508
14000US08035014007,"Census Tract 140.07, Douglas, CO",3608,438
14000US08035014008,"Census Tract 140.08, Douglas, CO",9849,887
14000US08035014009,"Census Tract 140.09, Douglas, CO",4251,618
14000US08035014010,"Census Tract 140.10, Douglas, CO",6265,755
14000US08035014011,"Census Tract 140.11, Douglas, CO",6289,680
14000US08035014013,"Census Tract 140.13, Douglas, CO",8935,856
14000US08035014107,"Census Tract 141.07, Douglas, CO",4113,513
14000US08035014108,"Census Tract 141.08, Douglas, CO",5235,720
14000US08035014109,"Census Tract 141.09, Douglas, CO",3125,454
14000US08035014110,"Census Tract 141.10, Douglas, CO",5609,612
14000US08035014112,"Census Tract 141.12, Douglas, CO",3732,298
14000US08035014113,"Census Tract 141.13, Douglas, CO",3251,332
14000US08035014114,"Census Tract 141.14, Douglas, CO",3433,369
14000US08035014115,"Census Tract 141.15, Douglas, CO",4614,361
14000US08035014116,"Census Tract 141.16, Douglas, CO",5297,481
14000US08035014123,"Census Tract 141.23, Douglas, CO",4094,504
14000US08035014124,"Census Tract 141.24, Douglas, CO",5755,580
14000US08035014125,"Census Tract 141.25, Douglas, CO",5300,663
14000US08035014126,"Census Tract 141.26, Douglas, CO",2266,382
14000US08035014127,"Census Tract 141.27, Douglas, CO",5140,598
14000US08035014128,"Census Tract 141.28, Douglas, CO",5235,768
14000US08035014129,"Census Tract 141.29, Douglas, CO",3594,298
14000US08035014130,"Census Tract 141.30, Douglas, CO",7442,983
14000US08035014131,"Census Tract 141.31, Douglas, CO",5453,568
14000US08035014132,"Census Tract 141.32, Douglas, CO",6766,609
14000US08035014133,"Census Tract 141.33, Douglas, CO",6105,622
14000US08035014134,"Census Tract 141.34, Douglas, CO",6497,701
14000US08035014135,"Census Tract 141.35, Douglas, CO",5529,785
14000US08035014138,"Census Tract 141.38, Douglas, CO",2973,310
14000US08035014139,"Census Tract 141.39, Douglas, CO",3626,281
14000US08035014140,"Census Tract 141.40, Douglas, CO",5764,514
14000US08035014203,"Census Tract 142.03, Douglas, CO",5933,587
14000US08035014300,"Census Tract 143, Douglas, CO",939,187
14000US08035014404,"Census Tract 144.04, Douglas, CO",2425,279
14000US08035014405,"Census Tract 144.05, Douglas, CO",7216,729
14000US08035014503,"Census Tract 145.03, Douglas, CO",6031,610
14000US08035014504,"Census Tract 145.04, Douglas, CO",4655,444
14000US08035014505,"Census Tract 145.05, Douglas, CO",5824,717
14000US08035014506,"Census Tract 145.06, Douglas, CO",5726,576
14000US08035014602,"Census Tract 146.02, Douglas, CO",2375,230
14000US08035014603,"Census Tract 146.03, Douglas, CO",7170,1377
14000US08035014604,"Census Tract 146.04, Douglas, CO",3960,391
14000US08037000100,"Census Tract 1, Eagle, CO",1557,370
14000US08037000200,"Census Tract 2, Eagle, CO",7147,82
14000US08037000301,"Census Tract 3.01, Eagle, CO",6520,756
14000US08037000302,"Census Tract 3.02, Eagle, CO",2717,566
14000US08037000401,"Census Tract 4.01, Eagle, CO",4022,669
14000US08037000402,"Census Tract 4.02, Eagle, CO",5131,731
14000US08037000501,"Census Tract 5.01, Eagle, CO",1250,376
14000US08037000502,"Census Tract 5.02, Eagle, CO",4874,612
14000US08037000600,"Census Tract 6, Eagle, CO",1467,326
14000US08037000701,"Census Tract 7.01, Eagle, CO",1881,363
14000US08037000702,"Census Tract 7.02, Eagle, CO",1413,249
14000US08037000703,"Census Tract 7.03, Eagle, CO",2609,359
14000US08039961100,"Census Tract 9611, Elbert, CO",2155,332
14000US08039961204,"Census Tract 9612.04, Elbert, CO",8003,736
14000US08039961205,"Census Tract 9612.05, Elbert, CO",2137,266
14000US08039961206,"Census Tract 9612.06, Elbert, CO",3595,435
14000US08039961207,"Census Tract 9612.07, Elbert, CO",4205,492
14000US08039961208,"Census Tract 9612.08, Elbert, CO",4040,350
14000US08039961209,"Census Tract 9612.09, Elbert, CO",2095,231
14000US08041000102,"Census Tract 1.02, El Paso, CO",3512,503
14000US08041000202,"Census Tract 2.02, El Paso, CO",4371,475
14000US08041000203,"Census Tract 2.03, El Paso, CO",4392,735
14000US08041000301,"Census Tract 3.01, El Paso, CO",3637,630
14000US08041000302,"Census Tract 3.02, El Paso, CO",4788,565
14000US08041000400,"Census Tract 4, El Paso, CO",2356,353
14000US08041000500,"Census Tract 5, El Paso, CO",2015,400
14000US08041000600,"Census Tract 6, El Paso, CO",2950,383
14000US08041000700,"Census Tract 7, El Paso, CO",3290,517
14000US08041000800,"Census Tract 8, El Paso, CO",2849,358
14000US08041000900,"Census Tract 9, El Paso, CO",2472,374
14000US08041001000,"Census Tract 10, El Paso, CO",2284,342
14000US08041001101,"Census Tract 11.01, El Paso, CO",1494,424
14000US08041001104,"Census Tract 11.04, El Paso, CO",3123,370
14000US08041001301,"Census Tract 13.01, El Paso, CO",1788,275
14000US08041001302,"Census Tract 13.02, El Paso, CO",5555,731
14000US08041001400,"Census Tract 14, El Paso, CO",3235,339
14000US08041001500,"Census Tract 15, El Paso, CO",2186,369
14000US08041001600,"Census Tract 16, El Paso, CO",3372,410
14000US08041001700,"Census Tract 17, El Paso, CO",1940,250
14000US08041001800,"Census Tract 18, El Paso, CO",1987,248
14000US08041002000,"Census Tract 20, El Paso, CO",6811,699
14000US08041002101,"Census Tract 21.01, El Paso, CO",3964,498
14000US08041002102,"Census Tract 21.02, El Paso, CO",4774,561
14000US08041002200,"Census Tract 22, El Paso, CO",3076,420
14000US08041002300,"Census Tract 23, El Paso, CO",2009,380
14000US08041002501,"Census Tract 25.01, El Paso, CO",3661,612
14000US08041002502,"Census Tract 25.02, El Paso, CO",4127,409
14000US08041002700,"Census Tract 27, El Paso, CO",3196,344
14000US08041003100,"Census Tract 31, El Paso, CO",4417,467
14000US08041003303,"Census Tract 33.03, El Paso, CO",5186,548
14000US08041003305,"Census Tract 33.05, El Paso, CO",8043,1045
14000US08041003306,"Census Tract 33.06, El Paso, CO",3344,549
14000US08041003307,"Census Tract 33.07, El Paso, CO",3507,481
14000US08041003308,"Census Tract 33.08, El Paso, CO",5706,588
14000US08041003702,"Census Tract 37.02, El Paso, CO",4742,361
14000US08041003705,"Census Tract 37.05, El Paso, CO",6926,1080
14000US08041003706,"Census Tract 37.06, El Paso, CO",4777,502
14000US08041003707,"Census Tract 37.07, El Paso, CO",2844,205
14000US08041003708,"Census Tract 37.08, El Paso, CO",2961,320
14000US08041003801,"Census Tract 38.01, El Paso, CO",2201,438
14000US08041003802,"Census Tract 38.02, El Paso, CO",4167,410
14000US08041003905,"Census Tract 39.05, El Paso, CO",4206,491
14000US08041003906,"Census Tract 39.06, El Paso, CO",5957,679
14000US08041004008,"Census Tract 40.08, El Paso, CO",3001,405
14000US08041004009,"Census Tract 40.09, El Paso, CO",1761,272
14000US08041004100,"Census Tract 41, El Paso, CO",4950,956
14000US08041004200,"Census Tract 42, El Paso, CO",3755,496
14000US08041004300,"Census Tract 43, El Paso, CO",6827,860
14000US08041004402,"Census Tract 44.02, El Paso, CO",6045,624
14000US08041004403,"Census Tract 44.03, El Paso, CO",1410,333
14000US08041004501,"Census Tract 45.01, El Paso, CO",4716,497
14000US08041004502,"Census Tract 45.02, El Paso, CO",6521,670
14000US08041004506,"Census Tract 45.06, El Paso, CO",6566,1167
14000US08041004507,"Census Tract 45.07, El Paso, CO",2997,462
14000US08041004601,"Census Tract 46.01, El Paso, CO",4297,627
14000US08041004602,"Census Tract 46.02, El Paso, CO",5039,859
14000US08041004603,"Census Tract 46.03, El Paso, CO",8514,1326
14000US08041004701,"Census Tract 47.01, El Paso, CO",4935,533
14000US08041004702,"Census Tract 47.02, El Paso, CO",2128,334
14000US08041004703,"Census Tract 47.03, El Paso, CO",5631,513
14000US08041004706,"Census Tract 47.06, El Paso, CO",5932,640
14000US08041004800,"Census Tract 48, El Paso, CO",4907,635
14000US08041004901,"Census Tract 49.01, El Paso, CO",3655,420
14000US08041004902,"Census Tract 49.02, El Paso, CO",5232,666
14000US08041005000,"Census Tract 50, El Paso, CO",5573,779
14000US08041005110,"Census Tract 51.10, El Paso, CO",4137,499
14000US08041005201,"Census Tract 52.01, El Paso, CO",4448,712
14000US08041005202,"Census Tract 52.02, El Paso, CO",3277,635
14000US08041005300,"Census Tract 53, El Paso, CO",4842,773
14000US08041005400,"Census Tract 54, El Paso, CO",6023,1059
14000US08041005501,"Census Tract 55.01, El Paso, CO",6717,917
14000US08041005502,"Census Tract 55.02, El Paso, CO",4713,973
14000US08041005601,"Census Tract 56.01, El Paso, CO",3782,599
14000US08041005602,"Census Tract 56.02, El Paso, CO",3295,437
14000US08041005700,"Census Tract 57, El Paso, CO",6277,745
14000US08041005800,"Census Tract 58, El Paso, CO",3156,413
14000US08041005900,"Census Tract 59, El Paso, CO",7371,739
14000US08041006000,"Census Tract 60, El Paso, CO",7236,966
14000US08041006100,"Census Tract 61, El Paso, CO",4473,659
14000US08041006200,"Census Tract 62, El Paso, CO",5272,724
14000US08041006301,"Census Tract 63.01, El Paso, CO",5154,611
14000US08041006302,"Census Tract 63.02, El Paso, CO",6145,932
14000US08041006400,"Census Tract 64, El Paso, CO",7306,1180
14000US08041006501,"Census Tract 65.01, El Paso, CO",3849,769
14000US08041006502,"Census Tract 65.02, El Paso, CO",7846,1032
14000US08041006600,"Census Tract 66, El Paso, CO",2470,425
14000US08041006801,"Census Tract 68.01, El Paso, CO",4149,520
14000US08041006802,"Census Tract 68.02, El Paso, CO",3848,515
14000US08041006901,"Census Tract 69.01, El Paso, CO",4833,481
14000US08041006902,"Census Tract 69.02, El Paso, CO",5674,850
14000US08041007000,"Census Tract 70, El Paso, CO",4550,642
14000US08041007602,"Census Tract 76.02, El Paso, CO",3281,283
14000US08041007700,"Census Tract 77, El Paso, CO",6203,1055
14000US08041007900,"Census Tract 79, El Paso, CO",2933,351
14000US08041008000,"Census Tract 80, El Paso, CO",4534,557
14000US08043978100,"Census Tract 9781, Fremont, CO",3685,505
14000US08043978200,"Census Tract 9782, Fremont, CO",3634,193
14000US08043978300,"Census Tract 9783, Fremont, CO",5682,600
14000US08043978400,"Census Tract 9784, Fremont, CO",2476,320
14000US08043978500,"Census Tract 9785, Fremont, CO",5543,588
14000US08043978600,"Census Tract 9786, Fremont, CO",3761,424
14000US08043978800,"Census Tract 9788, Fremont, CO",2159,309
14000US08043979100,"Census Tract 9791, Fremont, CO",3230,336
14000US08043979200,"Census Tract 9792, Fremont, CO",1703,250
14000US08043979400,"Census Tract 9794, Fremont, CO",3060,395
14000US08043980100,"Census Tract 9801, Fremont, CO",274,123
14000US08043980200,"Census Tract 9802, Fremont, CO",3067,798
14000US08043980300,"Census Tract 9803, Fremont, CO",5778,572
14000US08045951600,"Census Tract 9516, Garfield, CO",3973,591
14000US08045951701,"Census Tract 9517.01, Garfield, CO",4763,532
14000US08045951702,"Census Tract 9517.02, Garfield, CO",3053,376
14000US08045951802,"Census Tract 9518.02, Garfield, CO",4362,640
14000US08045951803,"Census Tract 9518.03, Garfield, CO",5778,395
14000US08045951804,"Census Tract 9518.04, Garfield, CO",4824,667
14000US08045951901,"Census Tract 9519.01, Garfield, CO",5141,534
14000US08045951902,"Census Tract 9519.02, Garfield, CO",6797,393
14000US08045952001,"Census Tract 9520.01, Garfield, CO",5142,561
14000US08045952100,"Census Tract 9521, Garfield, CO",7012,787
14000US08049000100,"Census Tract 1, Grand, CO",3540,500
14000US08051963800,"Census Tract 9638, Gunnison, CO",4667,471
14000US08051963900,"Census Tract 9639, Gunnison, CO",1110,228
14000US08053973100,"Census Tract 9731, Hinsdale, CO",781,141
14000US08055960600,"Census Tract 9606, Huerfano, CO",3168,119
14000US08057955600,"Census Tract 9556, Jackson, CO",1316,164
14000US08059009806,"Census Tract 98.06, Jefferson, CO",4145,439
14000US08059009807,"Census Tract 98.07, Jefferson, CO",1869,336
14000US08059009815,"Census Tract 98.15, Jefferson, CO",5385,521
14000US08059009823,"Census Tract 98.23, Jefferson, CO",4810,448
14000US08059009824,"Census Tract 98.24, Jefferson, CO",4711,587
14000US08059009827,"Census Tract 98.27, Jefferson, CO",6106,677
14000US08059009828,"Census Tract 98.28, Jefferson, CO",5837,636
14000US08059009829,"Census Tract 98.29, Jefferson, CO",1935,241
14000US08059009830,"Census Tract 98.30, Jefferson, CO",2363,283
14000US08059009831,"Census Tract 98.31, Jefferson, CO",2579,388
14000US08059009832,"Census Tract 98.32, Jefferson, CO",2432,224
14000US08059009833,"Census Tract 98.33, Jefferson, CO",5592,701
14000US08059009834,"Census Tract 98.34, Jefferson, CO",4456,453
14000US08059009835,"Census Tract 98.35, Jefferson, CO",3714,438
14000US08059009836,"Census Tract 98.36, Jefferson, CO",4109,481
14000US08059009837,"Census Tract 98.37, Jefferson, CO",7666,962
14000US08059009838,"Census Tract 98.38, Jefferson, CO",4814,327
14000US08059009839,"Census Tract 98.39, Jefferson, CO",2307,266
14000US08059009840,"Census Tract 98.40, Jefferson, CO",3347,345
14000US08059009841,"Census Tract 98.41, Jefferson, CO",1969,171
14000US08059009842,"Census Tract 98.42, Jefferson, CO",3205,351
14000US08059009845,"Census Tract 98.45, Jefferson, CO",4437,613
14000US08059009846,"Census Tract 98.46, Jefferson, CO",4932,525
14000US08059009847,"Census Tract 98.47, Jefferson, CO",3568,486
14000US08059009848,"Census Tract 98.48, Jefferson, CO",2565,264
14000US08059009850,"Census Tract 98.50, Jefferson, CO",2335,283
14000US08059009851,"Census Tract 98.51, Jefferson, CO",4256,604
14000US08059009852,"Census Tract 98.52, Jefferson, CO",4503,650
14000US08059010100,"Census Tract 101, Jefferson, CO",5839,1063
14000US08059010205,"Census Tract 102.05, Jefferson, CO",2531,291
14000US08059010206,"Census Tract 102.06, Jefferson, CO",3743,394
14000US08059010208,"Census Tract 102.08, Jefferson, CO",5934,689
14000US08059010209,"Census Tract 102.09, Jefferson, CO",7849,1052
14000US08059010210,"Census Tract 102.10, Jefferson, CO",3609,316
14000US08059010211,"Census Tract 102.11, Jefferson, CO",3361,546
14000US08059010212,"Census Tract 102.12, Jefferson, CO",4039,510
14000US08059010213,"Census Tract 102.13, Jefferson, CO",4627,473
14000US08059010303,"Census Tract 103.03, Jefferson, CO",5838,932
14000US08059010304,"Census Tract 103.04, Jefferson, CO",2439,183
14000US08059010305,"Census Tract 103.05, Jefferson, CO",3743,607
14000US08059010306,"Census Tract 103.06, Jefferson, CO",3105,522
14000US08059010307,"Census Tract 103.07, Jefferson, CO",4721,737
14000US08059010308,"Census Tract 103.08, Jefferson, CO",5732,629
14000US08059010402,"Census Tract 104.02, Jefferson, CO",5540,892
14000US08059010403,"Census Tract 104.03, Jefferson, CO",5641,678
14000US08059010405,"Census Tract 104.05, Jefferson, CO",2645,352
14000US08059010406,"Census Tract 104.06, Jefferson, CO",2841,533
14000US08059010502,"Census Tract 105.02, Jefferson, CO",5243,659
14000US08059010503,"Census Tract 105.03, Jefferson, CO",4604,520
14000US08059010504,"Census Tract 105.04, Jefferson, CO",3109,449
14000US08059010603,"Census Tract 106.03, Jefferson, CO",3457,382
14000US08059010604,"Census Tract 106.04, Jefferson, CO",2384,420
14000US08059010701,"Census Tract 107.01, Jefferson, CO",5164,659
14000US08059010702,"Census Tract 107.02, Jefferson, CO",5142,678
14000US08059010801,"Census Tract 108.01, Jefferson, CO",2586,320
14000US08059010901,"Census Tract 109.01, Jefferson, CO",5181,666
14000US08059010902,"Census Tract 109.02, Jefferson, CO",2547,420
14000US08059011000,"Census Tract 110, Jefferson, CO",5800,1079
14000US08059011202,"Census Tract 112.02, Jefferson, CO",4922,932
14000US08059011300,"Census Tract 113, Jefferson, CO",3196,465
14000US08059011401,"Census Tract 114.01, Jefferson, CO",2300,354
14000US08059011402,"Census Tract 114.02, Jefferson, CO",4661,672
14000US08059011601,"Census Tract 116.01, Jefferson, CO",4091,697
14000US08059011602,"Census Tract 116.02, Jefferson, CO",4122,487
14000US08059011701,"Census Tract 117.01, Jefferson, CO",4596,519
14000US08059011702,"Census Tract 117.02, Jefferson, CO",5451,737
14000US08059011708,"Census Tract 117.08, Jefferson, CO",4022,336
14000US08059011709,"Census Tract 117.09, Jefferson, CO",3459,391
14000US08059011710,"Census Tract 117.10, Jefferson, CO",4047,474
14000US08059011711,"Census Tract 117.11, Jefferson, CO",4420,630
14000US08059011712,"Census Tract 117.12, Jefferson, CO",4039,366
14000US08059011720,"Census Tract 117.20, Jefferson, CO",5071,872
14000US08059011721,"Census Tract 117.21, Jefferson, CO",2607,362
14000US08059011723,"Census Tract 117.23, Jefferson, CO",3922,631
14000US08059011724,"Census Tract 117.24, Jefferson, CO",7407,821
14000US08059011725,"Census Tract 117.25, Jefferson, CO",1884,288
14000US08059011726,"Census Tract 117.26, Jefferson, CO",5503,529
14000US08059011727,"Census Tract 117.27, Jefferson, CO",3640,445
14000US08059011728,"Census Tract 117.28, Jefferson, CO",2846,359
14000US08059011729,"Census Tract 117.29, Jefferson, CO",4274,629
14000US08059011730,"Census Tract 117.30, Jefferson, CO",3316,447
14000US08059011731,"Census Tract 117.31, Jefferson, CO",4276,583
14000US08059011732,"Census Tract 117.32, Jefferson, CO",4712,642
14000US08059011733,"Census Tract 117.33, Jefferson, CO",1742,278
14000US08059011803,"Census Tract 118.03, Jefferson, CO",6109,970
14000US08059011804,"Census Tract 118.04, Jefferson, CO",4291,395
14000US08059011806,"Census Tract 118.06, Jefferson, CO",5363,614
14000US08059011904,"Census Tract 119.04, Jefferson, CO",2790,408
14000US08059011951,"Census Tract 119.51, Jefferson, CO",3356,344
14000US08059012022,"Census Tract 120.22, Jefferson, CO",5780,811
14000US08059012023,"Census Tract 120.23, Jefferson, CO",3275,277
14000US08059012024,"Census Tract 120.24, Jefferson, CO",5210,541
14000US08059012026,"Census Tract 120.26, Jefferson, CO",3477,651
14000US08059012027,"Census Tract 120.27, Jefferson, CO",3025,403
14000US08059012030,"Census Tract 120.30, Jefferson, CO",3945,444
14000US08059012031,"Census Tract 120.31, Jefferson, CO",3679,306
14000US08059012032,"Census Tract 120.32, Jefferson, CO",2853,298
14000US08059012033,"Census Tract 120.33, Jefferson, CO",2856,609
14000US08059012034,"Census Tract 120.34, Jefferson, CO",3825,441
14000US08059012035,"Census Tract 120.35, Jefferson, CO",5017,431
14000US08059012036,"Census Tract 120.36, Jefferson, CO",3842,194
14000US08059012037,"Census Tract 120.37, Jefferson, CO",4048,777
14000US08059012038,"Census Tract 120.38, Jefferson, CO",3688,551
14000US08059012039,"Census Tract 120.39, Jefferson, CO",5537,582
14000US08059012041,"Census Tract 120.41, Jefferson, CO",5584,604
14000US08059012042,"Census Tract 120.42, Jefferson, CO",4034,477
14000US08059012043,"Census Tract 120.43, Jefferson, CO",6483,1027
14000US08059012044,"Census Tract 120.44, Jefferson, CO",3579,286
14000US08059012045,"Census Tract 120.45, Jefferson, CO",5982,594
14000US08059012046,"Census Tract 120.46, Jefferson, CO",2243,216
14000US08059012047,"Census Tract 120.47, Jefferson, CO",4661,511
14000US08059012048,"Census Tract 120.48, Jefferson, CO",2228,208
14000US08059012049,"Census Tract 120.49, Jefferson, CO",4064,543
14000US08059012050,"Census Tract 120.50, Jefferson, CO",3980,374
14000US08059012051,"Census Tract 120.51, Jefferson, CO",3935,497
14000US08059012052,"Census Tract 120.52, Jefferson, CO",5381,719
14000US08059012053,"Census Tract 120.53, Jefferson, CO",4602,882
14000US08059012054,"Census Tract 120.54, Jefferson, CO",3673,311
14000US08059012055,"Census Tract 120.55, Jefferson, CO",3667,314
14000US08059012057,"Census Tract 120.57, Jefferson, CO",5714,544
14000US08059012058,"Census Tract 120.58, Jefferson, CO",3731,528
14000US08059012059,"Census Tract 120.59, Jefferson, CO",3668,474
14000US08059012060,"Census Tract 120.60, Jefferson, CO",3264,374
14000US08059015800,"Census Tract 158, Jefferson, CO",4479,629
14000US08059015900,"Census Tract 159, Jefferson, CO",3686,448
14000US08059060300,"Census Tract 603, Jefferson, CO",4846,528
14000US08059060400,"Census Tract 604, Jefferson, CO",3970,565
14000US08059980000,"Census Tract 9800, Jefferson, CO",0,12
14000US08059980400,"Census Tract 9804, Jefferson, CO",1325,369
14000US08061960100,"Census Tract 9601, Kiowa, CO",1463,164
14000US08063962100,"Census Tract 9621, Kit Carson, CO",4669,243
14000US08065961900,"Census Tract 9619, Lake, CO",2126,354
14000US08067940300,"Census Tract 9403, La Plata, CO",6205,547
14000US08067940400,"Census Tract 9404, La Plata, CO",6040,450
14000US08067970701,"Census Tract 9707.01, La Plata, CO",5250,627
14000US08067970703,"Census Tract 9707.03, La Plata, CO",6590,817
14000US08067970800,"Census Tract 9708, La Plata, CO",6681,528
14000US08067970900,"Census Tract 9709, La Plata, CO",4453,477
14000US08067971000,"Census Tract 9710, La Plata, CO",3525,575
14000US08067971100,"Census Tract 9711, La Plata, CO",4408,471
14000US08069000100,"Census Tract 1, Larimer, CO",2920,330
14000US08069000201,"Census Tract 2.01, Larimer, CO",2581,277
14000US08069000202,"Census Tract 2.02, Larimer, CO",2496,423
14000US08069000300,"Census Tract 3, Larimer, CO",2796,368
14000US08069000401,"Census Tract 4.01, Larimer, CO",2040,336
14000US08069000402,"Census Tract 4.02, Larimer, CO",2336,408
14000US08069000503,"Census Tract 5.03, Larimer, CO",7399,1444
14000US08069000504,"Census Tract 5.04, Larimer, CO",2956,447
14000US08069000505,"Census Tract 5.05, Larimer, CO",3703,366
14000US08069000506,"Census Tract 5.06, Larimer, CO",3123,374
14000US08069000600,"Census Tract 6, Larimer, CO",6903,686
14000US08069000700,"Census Tract 7, Larimer, CO",2576,328
14000US08069000801,"Census Tract 8.01, Larimer, CO",1600,213
14000US08069000802,"Census Tract 8.02, Larimer, CO",1241,221
14000US08069000901,"Census Tract 9.01, Larimer, CO",5712,526
14000US08069000902,"Census Tract 9.02, Larimer, CO",4350,654
14000US08069001003,"Census Tract 10.03, Larimer, CO",5104,572
14000US08069001004,"Census Tract 10.04, Larimer, CO",3619,407
14000US08069001007,"Census Tract 10.07, Larimer, CO",3187,333
14000US08069001008,"Census Tract 10.08, Larimer, CO",1921,254
14000US08069001009,"Census Tract 10.09, Larimer, CO",6498,709
14000US08069001010,"Census Tract 10.10, Larimer, CO",2640,287
14000US08069001104,"Census Tract 11.04, Larimer, CO",6229,865
14000US08069001106,"Census Tract 11.06, Larimer, CO",4810,577
14000US08069001107,"Census Tract 11.07, Larimer, CO",5143,543
14000US08069001109,"Census Tract 11.09, Larimer, CO",5512,748
14000US08069001110,"Census Tract 11.10, Larimer, CO",4980,617
14000US08069001111,"Census Tract 11.11, Larimer, CO",2197,368
14000US08069001112,"Census Tract 11.12, Larimer, CO",4593,423
14000US08069001113,"Census Tract 11.13, Larimer, CO",3590,370
14000US08069001114,"Census Tract 11.14, Larimer, CO",2250,305
14000US08069001301,"Census Tract 13.01, Larimer, CO",3589,423
14000US08069001304,"Census Tract 13.04, Larimer, CO",3345,786
14000US08069001305,"Census Tract 13.05, Larimer, CO",3059,391
14000US08069001306,"Census Tract 13.06, Larimer, CO",3035,307
14000US08069001307,"Census Tract 13.07, Larimer, CO",4641,586
14000US08069001308,"Census Tract 13.08, Larimer, CO",5843,820
14000US08069001601,"Census Tract 16.01, Larimer, CO",2098,579
14000US08069001602,"Census Tract 16.02, Larimer, CO",5489,502
14000US08069001603,"Census Tract 16.03, Larimer, CO",5191,439
14000US08069001605,"Census Tract 16.05, Larimer, CO",6598,869
14000US08069001606,"Census Tract 16.06, Larimer, CO",3673,374
14000US08069001607,"Census Tract 16.07, Larimer, CO",3955,443
14000US08069001608,"Census Tract 16.08, Larimer, CO",6519,642
14000US08069001706,"Census Tract 17.06, Larimer, CO",6747,605
14000US08069001707,"Census Tract 17.07, Larimer, CO",5401,580
14000US08069001708,"Census Tract 17.08, Larimer, CO",4963,547
14000US08069001804,"Census Tract 18.04, Larimer, CO",4452,924
14000US08069001807,"Census Tract 18.07, Larimer, CO",6509,711
14000US08069001808,"Census Tract 18.08, Larimer, CO",5078,651
14000US08069001901,"Census Tract 19.01, Larimer, CO",4518,691
14000US08069001902,"Census Tract 19.02, Larimer, CO",4665,527
14000US08069002005,"Census Tract 20.05, Larimer, CO",5762,624
14000US08069002007,"Census Tract 20.07, Larimer, CO",4649,762
14000US08069002008,"Census Tract 20.08, Larimer, CO",4141,452
14000US08069002010,"Census Tract 20.10, Larimer, CO",2618,271
14000US08069002011,"Census Tract 20.11, Larimer, CO",5652,1147
14000US08069002300,"Census Tract 23, Larimer, CO",3633,478
14000US08069002401,"Census Tract 24.01, Larimer, CO",1557,354
14000US08069002503,"Census Tract 25.03, Larimer, CO",2334,244
14000US08069002700,"Census Tract 27, Larimer, CO",6896,316
14000US08069002801,"Census Tract 28.01, Larimer, CO",3812,443
14000US08069002803,"Census Tract 28.03, Larimer, CO",128,94
14000US08071000100,"Census Tract 1, Las Animas, CO",3703,330
14000US08071000200,"Census Tract 2, Las Animas, CO",2030,212
14000US08071000300,"Census Tract 3, Las Animas, CO",2096,276
14000US08071000400,"Census Tract 4, Las Animas, CO",2226,312
14000US08071000500,"Census Tract 5, Las Animas, CO",1803,242
14000US08071000800,"Census Tract 8, Las Animas, CO",2465,333
14000US08073961700,"Census Tract 9617, Lincoln, CO",3600,441
14000US08073961800,"Census Tract 9618, Lincoln, CO",2008,441
14000US08075965900,"Census Tract 9659, Logan, CO",1074,148
14000US08075966000,"Census Tract 9660, Logan, CO",2296,242
14000US08075966200,"Census Tract 9662, Logan, CO",4126,658
14000US08075966300,"Census Tract 9663, Logan, CO",5331,590
14000US08075966400,"Census Tract 9664, Logan, CO",2167,291
14000US08077000200,"Census Tract 2, Mesa, CO",2042,441
14000US08077000300,"Census Tract 3, Mesa, CO",1505,208
14000US08077000400,"Census Tract 4, Mesa, CO",3679,628
14000US08077000500,"Census Tract 5, Mesa, CO",3103,351
14000US08077000601,"Census Tract 6.01, Mesa, CO",4849,905
14000US08077000602,"Census Tract 6.02, Mesa, CO",4071,461
14000US08077000700,"Census Tract 7, Mesa, CO",4291,480
14000US08077000900,"Census Tract 9, Mesa, CO",3693,523
14000US08077001001,"Census Tract 10.01, Mesa, CO",4977,741
14000US08077001002,"Census Tract 10.02, Mesa, CO",6801,717
14000US08077001102,"Census Tract 11.02, Mesa, CO",4722,475
14000US08077001200,"Census Tract 12, Mesa, CO",2269,334
14000US08077001302,"Census Tract 13.02, Mesa, CO",5418,908
14000US08077001402,"Census Tract 14.02, Mesa, CO",5546,548
14000US08077001403,"Census Tract 14.03, Mesa, CO",3699,577
14000US08077001404,"Census Tract 14.04, Mesa, CO",4857,460
14000US08077001502,"Census Tract 15.02, Mesa, CO",7872,1095
14000US08077001600,"Census Tract 16, Mesa, CO",3884,503
14000US08077001702,"Census Tract 17.02, Mesa, CO",4820,605
14000US08077001703,"Census Tract 17.03, Mesa, CO",4651,523
14000US08077001705,"Census Tract 17.05, Mesa, CO",6362,1036
14000US08077001706,"Census Tract 17.06, Mesa, CO",5874,1032
14000US08077001707,"Census Tract 17.07, Mesa, CO",6004,1013
14000US08077001800,"Census Tract 18, Mesa, CO",3140,429
14000US08077001900,"Census Tract 19, Mesa, CO",5192,717
14000US08079973600,"Census Tract 9736, Mineral, CO",853,149
14000US08081000300,"Census Tract 3, Moffat, CO",3017,328
14000US08081000400,"Census Tract 4, Moffat, CO",4627,489
14000US08081000500,"Census Tract 5, Moffat, CO",4361,404
14000US08081000600,"Census Tract 6, Moffat, CO",1145,224
14000US08083941100,"Census Tract 9411, Montezuma, CO",2026,459
14000US08083969000,"Census Tract 9690, Montezuma, CO",3396,446
14000US08083969100,"Census Tract 9691, Montezuma, CO",3363,395
