B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M,GEO_ID,NAME
4979,307,4563,305,4035,268,243,221,26,52,113,66,0,12,0,12,146,74,0,12,146,74,416,180,274,144,11,17,9,14,0,12,0,12,76,101,46,52,46,52,0,12,1400000US08031004201,"Census Tract 42.01, Denver County, Colorado"
4567,241,4310,235,3462,210,577,97,10,13,176,95,0,12,0,12,85,55,0,12,85,55,257,109,172,82,12,14,0,12,0,12,0,12,64,65,9,12,8,12,1,4,1400000US08031004202,"Census Tract 42.02, Denver County, Colorado"
5086,415,4470,384,3781,388,195,137,15,26,155,90,83,129,17,27,224,119,18,30,206,116,616,227,463,207,0,17,0,17,0,17,0,17,132,115,21,34,0,17,21,34,1400000US08031004301,"Census Tract 43.01, Denver County, Colorado"
2662,168,2370,207,2246,212,76,48,0,12,0,12,0,12,0,12,48,45,12,19,36,42,292,137,233,134,32,29,13,21,0,12,0,12,0,12,14,22,14,22,0,12,1400000US08031004302,"Census Tract 43.02, Denver County, Colorado"
4199,292,3945,304,3592,324,59,46,0,12,80,54,19,33,33,52,162,115,0,12,162,115,254,129,170,107,12,19,0,12,0,12,0,12,12,20,60,65,33,38,27,40,1400000US08031004303,"Census Tract 43.03, Denver County, Colorado"
5739,287,5262,298,4796,332,167,77,19,27,71,59,0,17,0,17,209,176,39,63,170,173,477,165,274,125,10,19,72,98,18,30,0,17,32,42,71,84,0,17,71,84,1400000US08031004304,"Census Tract 43.04, Denver County, Colorado"
5325,374,4916,388,4243,398,330,297,48,55,158,115,0,17,0,17,137,130,0,17,137,130,409,219,392,224,0,17,0,17,0,17,0,17,17,27,0,17,0,17,0,17,1400000US08031004306,"Census Tract 43.06, Denver County, Colorado"
4342,323,2765,274,1881,240,716,218,12,19,21,24,0,12,0,12,135,77,0,12,135,77,1577,305,921,250,0,12,63,55,12,18,0,12,499,318,82,53,23,29,59,49,1400000US08031004403,"Census Tract 44.03, Denver County, Colorado"
6698,545,5385,653,1902,410,2445,661,52,62,743,398,0,17,0,17,243,214,21,32,222,213,1313,361,888,392,17,28,0,17,0,17,0,17,408,365,0,17,0,17,0,17,1400000US08031004404,"Census Tract 44.04, Denver County, Colorado"
8976,561,7770,466,6419,438,468,252,135,116,552,340,0,17,0,17,196,109,42,56,154,100,1206,431,660,214,0,17,32,50,0,17,0,17,244,231,270,327,87,108,183,229,1400000US08031004405,"Census Tract 44.05, Denver County, Colorado"
4390,425,857,319,704,326,139,148,14,23,0,12,0,12,0,12,0,12,0,12,0,12,3533,501,3211,463,0,12,0,12,0,12,0,12,322,225,0,12,0,12,0,12,1400000US08031004503,"Census Tract 45.03, Denver County, Colorado"
4638,394,840,267,422,159,187,162,92,124,139,140,0,12,0,12,0,12,0,12,0,12,3798,460,3360,517,81,110,37,48,0,12,0,12,254,148,66,99,66,99,0,12,1400000US08031004504,"Census Tract 45.04, Denver County, Colorado"
4884,482,889,251,523,206,140,171,27,31,195,159,0,12,0,12,4,10,0,12,4,10,3995,487,3711,502,3,7,40,51,0,12,0,12,155,124,86,80,67,61,19,28,1400000US08031004505,"Census Tract 45.05, Denver County, Colorado"
3795,299,900,246,319,120,258,166,37,41,232,133,0,12,0,12,54,43,0,12,54,43,2895,326,2561,363,3,7,0,12,0,12,0,12,236,175,95,83,85,82,10,11,1400000US08031004506,"Census Tract 45.06, Denver County, Colorado"
6481,543,2218,383,1973,393,81,94,24,40,99,66,0,17,33,51,8,12,0,17,8,12,4263,526,3802,545,0,17,12,19,0,17,0,17,391,231,58,67,46,63,12,18,1400000US08031004601,"Census Tract 46.01, Denver County, Colorado"
7698,986,2944,686,1799,396,206,166,254,324,596,476,0,17,4,9,85,70,0,17,85,70,4754,1215,3567,1208,52,89,104,101,0,17,0,17,1027,757,4,10,4,10,0,17,1400000US08031004602,"Census Tract 46.02, Denver County, Colorado"
6117,413,2790,268,2344,288,142,138,0,17,234,153,0,17,7,13,63,48,7,13,56,46,3327,444,2796,465,24,35,23,36,46,54,0,17,361,158,77,57,54,49,23,24,1400000US08031004603,"Census Tract 46.03, Denver County, Colorado"
7221,591,3349,603,2714,692,168,122,17,29,405,165,0,17,0,17,45,58,0,17,45,58,3872,688,3594,647,0,17,0,17,0,17,0,17,181,198,97,110,0,17,97,110,1400000US08031004700,"Census Tract 47, Denver County, Colorado"
3627,417,1871,205,1431,273,0,12,16,27,128,133,278,240,0,12,18,27,0,12,18,27,1756,327,1348,531,0,12,40,42,0,12,229,343,105,126,34,49,0,12,34,49,1400000US08031004801,"Census Tract 48.01, Denver County, Colorado"
2718,247,2302,208,1642,204,373,119,0,12,150,113,0,12,42,68,95,64,0,12,95,64,416,99,402,97,0,12,0,12,0,12,0,12,14,20,0,12,0,12,0,12,1400000US08031005001,"Census Tract 50.01, Denver County, Colorado"
8056,512,6196,601,3752,457,1412,375,0,17,561,239,0,17,44,73,427,211,0,17,427,211,1860,653,572,281,140,167,417,403,0,17,0,17,524,383,207,173,139,152,68,88,1400000US08031005002,"Census Tract 50.02, Denver County, Colorado"
3519,353,3096,340,2940,335,12,18,0,12,60,38,0,12,17,27,67,50,0,12,67,50,423,149,113,87,0,12,0,12,14,23,0,12,240,144,56,60,0,12,56,60,1400000US08031005102,"Census Tract 51.02, Denver County, Colorado"
3863,488,3173,448,1937,297,852,467,0,12,233,187,0,12,94,135,57,41,7,10,50,39,690,227,361,208,4,9,12,21,0,12,0,12,211,138,102,89,0,12,102,89,1400000US08031005104,"Census Tract 51.04, Denver County, Colorado"
3479,248,3329,250,2969,218,105,73,0,12,127,111,0,12,0,12,128,105,0,12,128,105,150,74,88,52,0,12,0,12,0,12,0,12,62,63,0,12,0,12,0,12,1400000US08031005200,"Census Tract 52, Denver County, Colorado"
1547,156,1492,154,1214,156,146,85,17,21,52,37,0,12,0,12,63,43,0,12,63,43,55,41,46,35,9,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08031005300,"Census Tract 53, Denver County, Colorado"
2223,206,1531,194,1369,195,90,47,0,12,39,34,0,12,0,12,33,64,0,12,33,64,692,151,629,154,0,12,4,8,0,12,0,12,30,32,29,40,12,28,17,28,1400000US08031005502,"Census Tract 55.02, Denver County, Colorado"
5025,427,3658,399,3289,394,63,98,44,49,204,130,0,17,3,9,55,56,0,17,55,56,1367,326,917,268,113,147,26,31,0,17,0,17,177,112,134,148,87,131,47,66,1400000US08031005503,"Census Tract 55.03, Denver County, Colorado"
4080,262,3907,267,3318,236,260,203,0,12,223,110,0,12,0,12,106,72,0,12,106,72,173,85,140,73,0,12,0,12,0,12,0,12,33,36,0,12,0,12,0,12,1400000US08031006701,"Census Tract 67.01, Denver County, Colorado"
3168,262,2982,241,2634,260,135,91,5,9,197,178,0,12,0,12,11,18,0,12,11,18,186,86,149,76,0,12,6,10,0,12,0,12,31,38,0,12,0,12,0,12,1400000US08031006804,"Census Tract 68.04, Denver County, Colorado"
7800,384,7145,441,6331,491,385,229,23,41,125,74,0,17,36,49,245,247,0,17,245,247,655,251,545,251,0,17,0,17,0,17,0,17,110,89,0,17,0,17,0,17,1400000US08031006809,"Census Tract 68.09, Denver County, Colorado"
5836,542,4830,430,3393,480,816,196,2,4,462,433,0,17,0,17,157,129,0,17,157,129,1006,330,617,265,0,17,0,17,0,17,0,17,183,151,206,160,117,123,89,87,1400000US08031006810,"Census Tract 68.10, Denver County, Colorado"
6497,436,5875,469,4638,558,596,413,0,17,487,226,0,17,28,46,126,173,0,17,126,173,622,300,342,162,83,103,0,17,0,17,0,17,122,120,75,96,59,93,16,25,1400000US08031006811,"Census Tract 68.11, Denver County, Colorado"
4096,305,3716,267,3278,292,136,122,4,7,151,110,25,42,0,12,122,72,0,12,122,72,380,218,203,172,0,12,0,12,0,12,0,12,71,60,106,104,62,98,44,38,1400000US08031006812,"Census Tract 68.12, Denver County, Colorado"
4293,455,3662,453,2295,412,1172,293,0,12,101,112,0,12,0,12,94,92,0,12,94,92,631,380,582,386,29,47,0,12,0,12,0,12,20,39,0,12,0,12,0,12,1400000US08031006813,"Census Tract 68.13, Denver County, Colorado"
5296,535,3910,537,2527,352,1083,605,0,17,157,116,7,24,0,17,136,94,0,17,136,94,1386,440,574,414,0,17,0,17,0,17,0,17,812,441,0,17,0,17,0,17,1400000US08031006814,"Census Tract 68.14, Denver County, Colorado"
5827,518,4671,548,3911,496,479,296,38,41,110,93,0,17,5,11,128,100,0,17,128,100,1156,323,529,227,14,16,93,108,0,17,0,17,312,223,208,188,40,66,168,180,1400000US08031006901,"Census Tract 69.01, Denver County, Colorado"
5228,708,3357,750,1811,527,849,538,0,17,617,323,0,17,0,17,80,82,0,17,80,82,1871,786,1098,744,0,17,45,73,0,17,0,17,728,516,0,17,0,17,0,17,1400000US08031007006,"Census Tract 70.06, Denver County, Colorado"
3927,241,3269,252,2747,235,237,125,8,14,128,73,0,12,0,12,149,100,18,29,131,86,658,195,356,130,16,26,16,25,0,12,0,12,137,111,133,102,0,12,133,102,1400000US08031007013,"Census Tract 70.13, Denver County, Colorado"
4361,605,2848,412,1140,235,1112,329,0,12,272,236,0,12,14,19,310,230,0,12,310,230,1513,555,631,346,16,26,0,12,0,12,0,12,856,402,10,18,10,18,0,12,1400000US08031007037,"Census Tract 70.37, Denver County, Colorado"
4922,464,3823,386,2475,340,686,158,0,12,497,287,0,12,0,12,165,135,28,35,137,129,1099,482,597,290,0,12,0,12,12,18,0,12,477,410,13,24,13,24,0,12,1400000US08031007088,"Census Tract 70.88, Denver County, Colorado"
5194,356,4933,381,3667,319,1091,342,0,17,0,17,0,17,0,17,175,139,0,17,175,139,261,142,248,141,0,17,0,17,0,17,0,17,13,20,0,17,0,17,0,17,1400000US08031007089,"Census Tract 70.89, Denver County, Colorado"
3790,497,1577,279,521,152,857,239,0,12,47,50,0,12,49,78,103,98,0,12,103,98,2213,470,1845,477,0,12,22,27,14,21,0,12,274,252,58,41,0,12,58,41,1400000US08031008304,"Census Tract 83.04, Denver County, Colorado"
4792,519,1314,219,472,113,552,143,0,12,144,146,0,12,0,12,146,135,0,12,146,135,3478,529,2466,625,30,47,6,9,0,12,0,12,853,306,123,137,115,141,8,11,1400000US08031008305,"Census Tract 83.05, Denver County, Colorado"
7188,628,2993,747,684,267,1614,573,93,100,266,196,0,17,80,89,256,280,0,17,256,280,4195,645,2854,618,10,16,45,71,0,17,0,17,1265,416,21,32,0,17,21,32,1400000US08031008306,"Census Tract 83.06, Denver County, Colorado"
8245,669,3273,380,717,254,2033,278,0,17,222,82,0,17,23,27,278,226,21,39,257,228,4972,775,4006,751,52,62,0,17,0,17,0,17,884,574,30,37,13,23,17,28,1400000US08031008312,"Census Tract 83.12, Denver County, Colorado"
5449,503,1412,260,359,209,698,231,56,89,124,97,148,133,0,17,27,44,0,17,27,44,4037,528,2650,652,0,17,20,25,0,17,0,17,1367,607,0,17,0,17,0,17,1400000US08031008386,"Census Tract 83.86, Denver County, Colorado"
7596,614,2720,452,639,191,1714,416,0,17,129,117,0,17,0,17,238,237,0,17,238,237,4876,617,3593,850,59,65,25,42,0,17,0,17,1119,575,80,97,80,97,0,17,1400000US08031008387,"Census Tract 83.87, Denver County, Colorado"
10738,1017,5704,1015,1993,578,2394,973,0,19,854,306,0,19,44,96,419,292,0,19,419,292,5034,1049,2960,932,252,217,48,57,0,19,0,19,1444,857,330,257,132,128,198,218,1400000US08031008388,"Census Tract 83.88, Denver County, Colorado"
11639,760,7310,690,2465,392,3466,553,100,102,888,375,0,19,30,48,361,220,0,19,361,220,4329,526,2903,583,145,130,43,71,22,35,16,26,915,414,285,195,107,161,178,122,1400000US08031008389,"Census Tract 83.89, Denver County, Colorado"
9739,711,5523,749,2223,472,2691,577,0,17,290,229,19,29,0,17,300,280,29,47,271,277,4216,672,3398,596,29,54,0,17,33,39,0,17,555,375,201,201,101,143,100,150,1400000US08031008390,"Census Tract 83.90, Denver County, Colorado"
7315,681,4434,686,2320,490,1764,455,13,20,113,170,0,17,17,28,207,175,0,17,207,175,2881,894,2521,904,0,17,0,17,0,17,0,17,269,211,91,67,73,52,18,29,1400000US08031008391,"Census Tract 83.91, Denver County, Colorado"
6229,711,3987,485,3077,417,622,415,40,49,248,167,0,17,0,17,0,17,0,17,0,17,2242,635,1796,559,18,30,30,45,0,17,0,17,297,281,101,161,74,151,27,46,1400000US08031011902,"Census Tract 119.02, Denver County, Colorado"
2496,201,1855,146,1615,147,0,12,0,12,209,159,0,12,0,12,31,36,0,12,31,36,641,185,504,178,0,12,94,129,0,12,0,12,43,40,0,12,0,12,0,12,1400000US08031011903,"Census Tract 119.03, Denver County, Colorado"
1977,177,1518,138,1415,139,0,12,31,30,40,32,10,16,0,12,22,29,0,12,22,29,459,113,358,130,17,20,36,33,0,12,0,12,0,12,48,66,0,12,48,66,1400000US08031012001,"Census Tract 120.01, Denver County, Colorado"
5322,260,4260,239,3361,412,29,35,17,27,787,385,0,17,0,17,66,70,0,17,66,70,1062,298,961,300,64,99,0,17,0,17,0,17,37,64,0,17,0,17,0,17,1400000US08031012010,"Census Tract 120.10, Denver County, Colorado"
6819,320,5594,402,5185,426,56,84,0,17,178,173,0,17,0,17,175,116,0,17,175,116,1225,248,1081,236,0,17,0,17,0,17,0,17,103,132,41,33,41,33,0,17,1400000US08031012014,"Census Tract 120.14, Denver County, Colorado"
4019,358,3426,341,3102,364,128,110,43,39,83,93,0,12,0,12,70,48,0,12,70,48,593,323,487,320,0,12,0,12,0,12,0,12,65,92,41,65,41,65,0,12,1400000US08031015300,"Census Tract 153, Denver County, Colorado"
4868,442,3360,328,3108,327,57,38,8,15,82,52,0,12,0,12,105,63,0,12,105,63,1508,462,1191,426,5,11,15,26,0,12,0,12,222,247,75,73,0,12,75,73,1400000US08031015400,"Census Tract 154, Denver County, Colorado"
3576,299,2591,315,2103,230,233,141,0,12,138,101,48,64,0,12,69,51,0,12,69,51,985,245,553,201,0,12,4,9,9,14,19,33,335,200,65,72,65,72,0,12,1400000US08031015500,"Census Tract 155, Denver County, Colorado"
8879,770,2143,533,1217,413,305,263,17,24,587,229,0,17,1,6,16,23,14,22,2,4,6736,900,6010,932,21,38,0,17,0,17,0,17,667,415,38,62,0,17,38,62,1400000US08031015600,"Census Tract 156, Denver County, Colorado"
6011,480,3035,321,2195,422,348,209,4,10,471,325,0,17,0,17,17,21,0,17,17,21,2976,620,2425,663,36,50,62,90,22,35,0,17,414,373,17,28,17,28,0,17,1400000US08031015700,"Census Tract 157, Denver County, Colorado"
1708,141,1217,143,603,114,464,143,11,16,19,24,0,12,0,12,120,110,0,12,120,110,491,138,372,109,73,76,9,13,0,12,0,12,29,33,8,13,8,13,0,12,1400000US08031980000,"Census Tract 9800, Denver County, Colorado"
0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08031980100,"Census Tract 9801, Denver County, Colorado"
1857,186,1726,177,1667,176,0,12,31,40,0,12,0,12,0,12,28,26,0,12,28,26,131,100,128,100,0,12,0,12,0,12,0,12,3,4,0,12,0,12,0,12,1400000US08033000100,"Census Tract 1, Dolores County, Colorado"
7807,433,7053,440,6394,460,229,167,0,17,188,143,58,80,0,17,184,148,0,17,184,148,754,213,722,208,0,17,0,17,0,17,0,17,32,42,0,17,0,17,0,17,1400000US08035013901,"Census Tract 139.01, Douglas County, Colorado"
4452,301,3727,296,3458,337,70,58,50,67,138,160,0,12,0,12,11,19,0,12,11,19,725,209,594,207,0,12,0,12,0,12,0,12,29,34,102,62,65,67,37,31,1400000US08035013904,"Census Tract 139.04, Douglas County, Colorado"
4265,271,3972,253,3731,300,51,64,0,12,73,67,0,12,26,41,91,73,0,12,91,73,293,191,264,188,0,12,0,12,0,12,0,12,21,28,8,13,0,12,8,13,1400000US08035013905,"Census Tract 139.05, Douglas County, Colorado"
5591,302,5049,303,4716,314,13,23,0,17,271,135,0,17,0,17,49,40,6,10,43,39,542,150,373,119,0,17,7,11,0,17,0,17,127,142,35,34,8,13,27,32,1400000US08035013907,"Census Tract 139.07, Douglas County, Colorado"
6560,410,6147,411,5858,466,26,42,0,17,85,67,0,17,0,17,178,161,0,17,178,161,413,163,338,183,0,17,0,17,0,17,0,17,75,105,0,17,0,17,0,17,1400000US08035013908,"Census Tract 139.08, Douglas County, Colorado"
6016,507,5590,481,5535,483,0,17,0,17,55,52,0,17,0,17,0,17,0,17,0,17,426,211,348,208,0,17,0,17,0,17,0,17,78,97,0,17,0,17,0,17,1400000US08035013909,"Census Tract 139.09, Douglas County, Colorado"
7582,440,7042,392,6271,447,95,141,7,15,305,160,0,17,0,17,364,166,0,17,364,166,540,245,446,244,0,17,0,17,53,75,0,17,16,30,25,45,25,45,0,17,1400000US08035013910,"Census Tract 139.10, Douglas County, Colorado"
7409,386,6231,503,6083,492,19,32,0,17,54,67,0,17,24,38,51,56,0,17,51,56,1178,416,967,375,77,91,17,27,0,17,0,17,15,23,102,102,11,19,91,100,1400000US08035013911,"Census Tract 139.11, Douglas County, Colorado"
8007,494,6939,484,6278,513,147,114,0,17,278,177,0,17,0,17,236,148,0,17,236,148,1068,211,877,169,0,17,114,130,0,17,0,17,30,50,47,53,0,17,47,53,1400000US08035014001,"Census Tract 140.01, Douglas County, Colorado"
5008,227,4464,222,4026,217,87,63,0,17,157,93,0,17,0,17,194,127,8,14,186,126,544,133,473,121,0,17,0,17,0,17,0,17,11,17,60,64,0,17,60,64,1400000US08035014005,"Census Tract 140.05, Douglas County, Colorado"
6934,297,6511,337,5477,413,174,137,0,17,586,225,0,17,0,17,274,142,8,12,266,142,423,230,350,216,0,17,0,17,0,17,0,17,28,25,45,52,0,17,45,52,1400000US08035014006,"Census Tract 140.06, Douglas County, Colorado"
3374,250,3018,274,1890,241,127,105,0,12,711,238,0,12,168,174,122,113,68,102,54,49,356,142,187,105,54,72,30,47,0,12,0,12,77,68,8,16,0,12,8,16,1400000US08035014007,"Census Tract 140.07, Douglas County, Colorado"
9343,507,8812,510,7513,548,306,377,0,17,826,259,0,17,20,31,147,150,96,141,51,49,531,137,513,138,0,17,0,17,0,17,0,17,18,30,0,17,0,17,0,17,1400000US08035014008,"Census Tract 140.08, Douglas County, Colorado"
4252,233,3884,240,3347,282,28,44,117,109,325,261,0,12,0,12,67,71,0,12,67,71,368,121,315,127,2,5,0,12,0,12,0,12,18,20,33,32,19,30,14,18,1400000US08035014009,"Census Tract 140.09, Douglas County, Colorado"
5997,352,5396,460,4052,578,286,236,0,17,603,361,0,17,230,341,225,148,0,17,225,148,601,239,443,228,96,112,0,17,0,17,0,17,9,15,53,71,43,55,10,18,1400000US08035014010,"Census Tract 140.10, Douglas County, Colorado"
5608,388,5113,348,4274,323,151,130,44,51,425,82,0,17,0,17,219,118,0,17,219,118,495,180,217,121,0,17,33,45,0,17,0,17,160,150,85,59,34,46,51,49,1400000US08035014011,"Census Tract 140.11, Douglas County, Colorado"
7976,480,7323,454,6731,470,0,17,19,31,301,140,0,17,100,150,172,124,0,17,172,124,653,215,544,208,7,16,0,17,0,17,0,17,30,54,72,93,14,24,58,90,1400000US08035014012,"Census Tract 140.12, Douglas County, Colorado"
8314,401,7674,386,7343,414,1,3,14,22,119,81,0,17,57,91,140,82,0,17,140,82,640,287,406,234,12,21,32,35,0,17,0,17,170,137,20,24,12,20,8,13,1400000US08035014013,"Census Tract 140.13, Douglas County, Colorado"
3775,207,3292,319,3029,307,50,56,11,18,161,147,0,12,0,12,41,44,0,12,41,44,483,229,454,232,0,12,0,12,0,12,0,12,17,25,12,18,12,18,0,12,1400000US08035014107,"Census Tract 141.07, Douglas County, Colorado"
4849,256,4471,244,4325,236,34,36,0,12,34,38,0,12,0,12,78,74,38,60,40,43,378,126,352,127,0,12,0,12,0,12,0,12,26,30,0,12,0,12,0,12,1400000US08035014108,"Census Tract 141.08, Douglas County, Colorado"
2882,154,2722,168,2585,180,28,31,6,9,103,68,0,12,0,12,0,12,0,12,0,12,160,87,143,82,0,12,0,12,0,12,0,12,17,30,0,12,0,12,0,12,1400000US08035014109,"Census Tract 141.09, Douglas County, Colorado"
5716,335,5165,338,4282,300,21,33,0,17,646,327,0,17,0,17,216,141,0,17,216,141,551,185,433,209,0,17,54,88,28,39,0,17,10,16,26,38,26,38,0,17,1400000US08035014110,"Census Tract 141.10, Douglas County, Colorado"
3913,184,3629,220,3386,220,49,46,0,12,107,81,32,47,0,12,55,38,0,12,55,38,284,149,252,150,0,12,0,12,0,12,0,12,13,19,19,28,0,12,19,28,1400000US08035014112,"Census Tract 141.12, Douglas County, Colorado"
3179,157,2704,163,2398,172,57,51,0,12,100,60,0,12,0,12,149,85,0,12,149,85,475,224,325,148,0,12,0,12,0,12,0,12,139,200,11,16,0,12,11,16,1400000US08035014113,"Census Tract 141.13, Douglas County, Colorado"
3507,213,3209,211,2805,249,54,61,0,12,254,152,0,12,0,12,96,62,0,12,96,62,298,69,44,53,0,12,0,12,0,12,0,12,254,72,0,12,0,12,0,12,1400000US08035014114,"Census Tract 141.14, Douglas County, Colorado"
4208,247,3880,271,3450,272,69,82,10,15,242,133,13,21,0,12,96,66,0,12,96,66,328,157,215,106,0,12,0,12,0,12,0,12,64,94,49,40,35,45,14,23,1400000US08035014115,"Census Tract 141.15, Douglas County, Colorado"
5918,509,5520,539,3709,645,454,356,0,17,1026,483,0,17,171,244,160,129,47,73,113,107,398,256,291,229,0,17,0,17,0,17,0,17,107,106,0,17,0,17,0,17,1400000US08035014116,"Census Tract 141.16, Douglas County, Colorado"
7137,409,6775,427,6341,436,0,17,0,17,331,201,0,17,0,17,103,107,0,17,103,107,362,145,223,115,0,17,13,20,35,41,0,17,26,40,65,73,65,73,0,17,1400000US08035014122,"Census Tract 141.22, Douglas County, Colorado"
3537,282,3258,229,2933,266,173,141,18,23,40,36,0,12,27,43,67,45,0,12,67,45,279,118,118,64,0,12,9,18,0,12,0,12,104,84,48,37,21,27,27,25,1400000US08035014123,"Census Tract 141.23, Douglas County, Colorado"
5288,254,4832,248,4496,262,160,85,12,17,95,57,0,17,0,17,69,52,0,17,69,52,456,151,345,118,25,38,0,17,0,17,0,17,86,100,0,17,0,17,0,17,1400000US08035014124,"Census Tract 141.24, Douglas County, Colorado"
5123,391,4867,398,4153,314,196,233,12,20,376,208,0,17,0,17,130,124,0,17,130,124,256,147,201,126,45,55,0,17,0,17,0,17,10,19,0,17,0,17,0,17,1400000US08035014125,"Census Tract 141.25, Douglas County, Colorado"
2130,164,2029,145,1541,125,33,32,0,12,315,113,0,12,57,91,83,56,0,12,83,56,101,104,83,94,0,12,10,15,8,12,0,12,0,12,0,12,0,12,0,12,1400000US08035014126,"Census Tract 141.26, Douglas County, Colorado"
5289,314,4976,320,4631,320,97,105,33,38,179,135,0,17,0,17,36,31,0,17,36,31,313,108,227,103,0,17,0,17,0,17,0,17,71,84,15,23,0,17,15,23,1400000US08035014127,"Census Tract 141.27, Douglas County, Colorado"
4859,267,4322,249,4070,268,0,12,0,12,192,113,0,12,0,12,60,59,0,12,60,59,537,101,320,140,0,12,14,25,0,12,0,12,91,103,112,93,39,46,73,81,1400000US08035014128,"Census Tract 141.28, Douglas County, Colorado"
3742,151,3514,202,3131,265,0,12,13,20,226,130,0,12,0,12,144,104,0,12,144,104,228,114,139,94,0,12,0,12,0,12,0,12,25,36,64,49,45,40,19,30,1400000US08035014129,"Census Tract 141.29, Douglas County, Colorado"
7396,398,6719,398,6228,440,0,17,73,87,272,81,0,17,0,17,146,89,0,17,146,89,677,192,418,183,0,17,0,17,0,17,0,17,104,73,155,145,112,129,43,69,1400000US08035014130,"Census Tract 141.30, Douglas County, Colorado"
5134,301,4857,329,4403,354,78,79,0,17,288,190,0,17,13,20,75,55,0,17,75,55,277,128,183,109,0,17,11,18,0,17,0,17,9,14,74,68,15,24,59,63,1400000US08035014131,"Census Tract 141.31, Douglas County, Colorado"
6394,301,6043,306,5388,320,25,39,13,19,394,160,0,17,0,17,223,165,9,16,214,164,351,108,295,107,0,17,16,24,40,45,0,17,0,17,0,17,0,17,0,17,1400000US08035014132,"Census Tract 141.32, Douglas County, Colorado"
6337,354,5976,351,5614,375,0,17,19,29,225,103,0,17,0,17,118,109,0,17,118,109,361,159,316,142,0,17,0,17,0,17,0,17,45,70,0,17,0,17,0,17,1400000US08035014133,"Census Tract 141.33, Douglas County, Colorado"
6329,266,5910,293,4977,286,122,87,58,86,433,102,0,17,84,111,236,134,0,17,236,134,419,205,274,163,12,18,0,17,0,17,0,17,62,51,71,54,39,50,32,43,1400000US08035014134,"Census Tract 141.34, Douglas County, Colorado"
4868,316,4702,314,4270,340,70,63,0,12,185,106,34,53,0,12,143,97,52,80,91,59,166,124,166,124,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08035014135,"Census Tract 141.35, Douglas County, Colorado"
9614,573,8504,579,7240,567,229,167,52,56,621,138,0,17,0,17,362,207,0,17,362,207,1110,263,816,240,0,17,0,17,0,17,0,17,229,153,65,105,65,105,0,17,1400000US08035014136,"Census Tract 141.36, Douglas County, Colorado"
9813,307,8907,345,7458,374,30,42,0,17,1259,224,0,17,0,17,160,121,0,17,160,121,906,297,771,289,0,17,0,17,0,17,0,17,34,54,101,105,33,50,68,91,1400000US08035014137,"Census Tract 141.37, Douglas County, Colorado"
