geoid,name,B15003001,"B15003001, Error",B15003002,"B15003002, Error",B15003003,"B15003003, Error",B15003004,"B15003004, Error",B15003005,"B15003005, Error",B15003006,"B15003006, Error",B15003007,"B15003007, Error",B15003008,"B15003008, Error",B15003009,"B15003009, Error",B15003010,"B15003010, Error",B15003011,"B15003011, Error",B15003012,"B15003012, Error",B15003013,"B15003013, Error",B15003014,"B15003014, Error",B15003015,"B15003015, Error",B15003016,"B15003016, Error",B15003017,"B15003017, Error",B15003018,"B15003018, Error",B15003019,"B15003019, Error",B15003020,"B15003020, Error",B15003021,"B15003021, Error",B15003022,"B15003022, Error",B15003023,"B15003023, Error",B15003024,"B15003024, Error",B15003025,"B15003025, Error"
14000US08041000302,"Census Tract 3.02, El Paso, CO",3470,325,13,20,0,12,0,12,0,12,0,12,0,12,8,14,0,12,32,36,9,14,80,77,80,64,79,59,145,80,15,19,900,227,453,157,290,112,657,195,242,115,399,137,68,41,0,12,0,12
14000US08041000400,"Census Tract 4, El Paso, CO",1686,210,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,23,0,12,50,34,4,6,37,30,332,142,49,49,95,55,328,101,185,116,309,85,282,94,0,12,0,12
14000US08041000500,"Census Tract 5, El Paso, CO",1431,194,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12,0,12,0,12,8,13,0,12,0,12,0,12,34,24,193,81,24,23,69,44,301,100,89,43,500,130,143,67,25,30,38,37
14000US08041000600,"Census Tract 6, El Paso, CO",2214,327,8,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,24,20,24,8,12,9,15,36,34,0,12,388,112,59,41,195,78,497,204,197,68,534,171,212,81,8,13,29,33
14000US08041000700,"Census Tract 7, El Paso, CO",2267,277,19,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,65,102,0,12,0,12,63,58,72,88,24,27,31,39,568,136,60,39,247,109,329,107,247,80,364,114,171,78,7,12,0,12
14000US08041000800,"Census Tract 8, El Paso, CO",2108,318,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,36,6,10,7,11,72,57,299,143,62,35,87,49,484,195,172,79,546,123,257,94,37,32,53,49
14000US08041000900,"Census Tract 9, El Paso, CO",1904,278,11,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,41,0,12,5,8,0,12,5,8,2,5,48,73,94,49,28,44,24,18,214,83,175,85,746,219,321,85,74,36,130,61
14000US08041001000,"Census Tract 10, El Paso, CO",1730,315,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,18,0,12,8,17,10,16,27,31,98,55,14,18,46,34,225,117,88,53,432,122,426,169,246,142,103,50
14000US08041001101,"Census Tract 11.01, El Paso, CO",1191,382,9,13,0,12,0,12,0,12,0,12,0,12,24,38,0,12,0,12,0,12,0,12,21,22,5,8,0,12,161,250,208,71,59,30,146,110,176,60,33,22,209,82,86,52,17,20,37,39
14000US08041001104,"Census Tract 11.04, El Paso, CO",2307,287,9,13,0,12,0,12,0,12,0,12,0,12,24,34,0,12,0,12,0,12,0,12,6,9,6,9,0,12,28,38,344,121,168,72,356,219,302,113,382,131,441,114,173,68,30,29,38,29
14000US08041001301,"Census Tract 13.01, El Paso, CO",1338,239,25,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,39,4,11,5,11,24,27,4,10,49,48,33,27,225,101,15,18,83,52,240,95,137,85,283,116,78,39,31,32,76,39
14000US08041001302,"Census Tract 13.02, El Paso, CO",4236,603,1,3,0,17,0,17,0,17,0,17,0,17,15,23,0,17,56,64,0,17,2,5,36,44,0,17,54,61,74,66,563,208,335,194,348,179,452,204,589,248,1072,297,518,152,39,38,82,86
14000US08041001400,"Census Tract 14, El Paso, CO",2647,330,11,19,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,54,52,25,26,44,50,61,48,47,54,18,24,460,150,73,46,225,99,333,182,251,80,682,171,303,138,29,24,20,24
14000US08041001500,"Census Tract 15, El Paso, CO",1695,249,31,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,12,0,12,5,12,273,121,15,16,163,83,181,70,268,66,467,142,240,120,47,35,0,12
14000US08041001600,"Census Tract 16, El Paso, CO",1236,226,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,7,0,12,8,19,6,11,0,12,154,116,60,51,57,53,247,87,24,25,492,162,146,55,27,22,10,11
14000US08041001700,"Census Tract 17, El Paso, CO",1306,172,5,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,11,15,19,13,14,238,101,35,22,120,63,211,68,132,51,344,95,145,51,22,21,18,16
14000US08041001800,"Census Tract 18, El Paso, CO",1587,215,17,25,0,12,0,12,0,12,0,12,0,12,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,34,185,120,68,46,135,59,212,100,91,43,493,87,246,66,35,29,64,40
14000US08041002000,"Census Tract 20, El Paso, CO",4453,532,11,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,31,45,0,17,67,82,36,43,23,38,132,105,161,119,855,245,255,115,467,159,725,213,761,292,729,235,140,80,7,11,53,81
14000US08041002101,"Census Tract 21.01, El Paso, CO",2881,415,57,54,0,12,0,12,0,12,0,12,0,12,0,12,14,21,74,107,48,65,11,17,80,112,77,72,60,62,57,50,597,180,209,85,339,146,311,122,343,113,420,138,150,58,22,24,12,19
14000US08041002102,"Census Tract 21.02, El Paso, CO",2947,338,57,67,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,49,139,112,87,111,31,37,708,213,311,120,327,125,408,152,272,109,413,125,133,63,23,26,0,12
14000US08041002200,"Census Tract 22, El Paso, CO",2249,328,65,67,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,0,12,0,12,0,12,43,55,0,12,0,12,386,159,180,94,85,58,434,145,265,116,459,194,254,98,41,40,28,29
14000US08041002300,"Census Tract 23, El Paso, CO",1700,368,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,8,8,10,0,12,17,24,50,46,16,15,198,91,124,64,185,79,451,175,155,101,332,101,107,67,17,19,18,20
14000US08041002501,"Census Tract 25.01, El Paso, CO",2927,599,18,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,23,39,36,12,19,92,56,35,34,50,32,339,105,98,53,1167,348,699,230,272,200,80,44
14000US08041002502,"Census Tract 25.02, El Paso, CO",2951,325,5,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,35,0,12,19,31,30,33,6,9,8,12,308,149,64,56,244,107,782,192,243,104,743,140,397,115,67,71,13,15
14000US08041002700,"Census Tract 27, El Paso, CO",2380,278,57,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,46,45,0,12,10,24,21,23,62,75,34,38,32,39,217,86,79,50,132,53,463,143,239,84,545,207,345,163,16,19,82,63
14000US08041003100,"Census Tract 31, El Paso, CO",3371,364,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,7,0,12,10,8,16,22,8,13,85,42,14,16,157,75,401,128,229,89,1314,339,589,130,435,120,111,47
14000US08041003303,"Census Tract 33.03, El Paso, CO",3764,399,19,32,0,17,0,17,0,17,0,17,0,17,0,17,0,17,7,13,0,17,35,54,0,17,113,87,69,70,37,34,625,209,607,288,322,129,584,184,483,174,593,201,225,99,32,32,13,20
14000US08041003305,"Census Tract 33.05, El Paso, CO",5731,632,55,74,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,27,0,17,10,23,16,25,15,24,683,323,60,64,256,110,896,372,409,176,1758,391,785,223,537,212,239,176
14000US08041003306,"Census Tract 33.06, El Paso, CO",2208,344,0,12,0,12,0,12,5,9,0,12,0,12,0,12,0,12,22,32,0,12,21,32,7,14,0,12,0,12,16,26,304,170,180,116,145,73,241,114,96,60,536,161,425,138,188,116,22,33
14000US08041003307,"Census Tract 33.07, El Paso, CO",2393,297,10,16,0,12,0,12,0,12,0,12,4,5,0,12,0,12,0,12,10,18,0,12,0,12,10,16,35,29,18,20,432,195,81,45,194,80,445,124,327,108,483,155,284,139,14,16,46,33
14000US08041003308,"Census Tract 33.08, El Paso, CO",3586,359,60,73,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,28,0,17,41,60,0,17,89,121,648,225,25,32,493,190,835,249,258,165,654,275,371,201,11,17,85,94
14000US08041003702,"Census Tract 37.02, El Paso, CO",3594,308,20,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,29,252,85,15,17,171,80,501,111,233,165,966,179,1182,187,142,67,90,56
14000US08041003705,"Census Tract 37.05, El Paso, CO",4532,553,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,13,22,0,17,13,25,234,106,20,24,85,65,587,253,515,283,2102,460,668,171,216,100,79,60
14000US08041003706,"Census Tract 37.06, El Paso, CO",3215,310,8,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,43,13,18,0,12,30,31,17,19,326,111,65,64,379,166,408,101,208,71,1049,242,550,137,59,38,69,66
14000US08041003707,"Census Tract 37.07, El Paso, CO",2119,159,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,13,20,22,0,12,4,7,241,106,57,45,142,54,245,91,250,75,643,131,330,86,122,75,58,48
14000US08041003708,"Census Tract 37.08, El Paso, CO",2285,269,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,17,0,12,0,12,218,91,46,56,136,90,213,90,135,79,754,207,537,126,92,43,144,110
14000US08041003801,"Census Tract 38.01, El Paso, CO",1019,130,4,7,0,12,0,12,0,12,0,12,0,12,7,10,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,74,58,10,11,0,12,205,77,151,49,284,64,238,84,9,9,27,19
14000US08041003802,"Census Tract 38.02, El Paso, CO",90,64,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,90,64,0,12,0,12,0,12,0,12,0,12
14000US08041003905,"Census Tract 39.05, El Paso, CO",2943,328,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,28,9,16,0,12,486,152,50,45,267,95,603,219,311,100,745,185,364,165,11,17,70,58
14000US08041003906,"Census Tract 39.06, El Paso, CO",4164,447,58,72,0,17,0,17,0,17,0,17,0,17,0,17,0,17,19,31,0,17,0,17,0,17,23,37,0,17,92,70,486,249,136,96,270,110,762,261,337,112,898,180,819,189,143,116,121,76
14000US08041004008,"Census Tract 40.08, El Paso, CO",1256,160,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,0,12,0,12,102,62,6,10,90,55,240,107,255,106,279,99,252,71,16,15,10,11
14000US08041004009,"Census Tract 40.09, El Paso, CO",1160,244,12,13,13,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,34,7,12,35,32,32,27,13,19,189,90,168,99,107,51,197,72,95,54,216,98,27,19,19,22,0,12
14000US08041004100,"Census Tract 41, El Paso, CO",3010,310,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,22,0,12,0,12,10,15,58,37,3,5,25,23,781,174,284,150,329,114,495,139,540,136,264,112,152,74,6,9,49,36
14000US08041004200,"Census Tract 42, El Paso, CO",2423,249,68,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,19,0,12,0,12,0,12,8,13,10,16,24,27,651,155,144,61,256,67,564,175,247,96,320,100,107,70,0,12,10,15
14000US08041004300,"Census Tract 43, El Paso, CO",4800,650,63,73,0,17,0,17,0,17,0,17,0,17,0,17,1,3,0,17,20,33,21,33,20,29,20,32,173,134,151,107,1040,344,22,42,638,265,661,256,528,172,807,224,598,224,21,29,16,26
14000US08041004402,"Census Tract 44.02, El Paso, CO",966,211,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,4,6,232,111,20,23,94,48,308,101,103,65,168,64,33,26,4,6,0,17
14000US08041004403,"Census Tract 44.03, El Paso, CO",532,148,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,6,121,41,14,18,51,40,175,93,33,22,123,65,11,16,0,12,0,12
14000US08041004501,"Census Tract 45.01, El Paso, CO",2950,296,102,78,0,12,0,12,0,12,0,12,0,12,0,12,0,12,49,44,0,12,51,61,50,37,79,82,213,161,5,11,679,209,381,142,284,97,557,164,188,89,185,85,118,75,9,14,0,12
14000US08041004502,"Census Tract 45.02, El Paso, CO",4292,588,112,73,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,23,37,24,38,22,28,820,175,222,91,343,122,659,201,514,134,948,266,526,242,39,32,40,35
14000US08041004506,"Census Tract 45.06, El Paso, CO",4535,824,472,283,0,17,0,17,0,17,0,17,0,17,0,17,13,23,11,16,6,12,0,17,27,32,91,88,83,74,17,17,1170,303,240,80,410,142,965,387,646,222,304,126,80,36,0,17,0,17
14000US08041004507,"Census Tract 45.07, El Paso, CO",1908,247,20,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,57,0,12,22,34,58,45,18,22,339,84,169,110,237,87,201,73,322,139,368,153,113,78,0,12,0,12
14000US08041004601,"Census Tract 46.01, El Paso, CO",2982,448,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,3,0,12,36,42,0,12,1,6,20,24,12,16,931,323,91,53,246,80,526,137,519,145,382,115,186,95,12,17,9,13
14000US08041004602,"Census Tract 46.02, El Paso, CO",3620,771,32,22,0,17,0,17,0,17,0,17,4,6,0,17,0,17,13,15,0,17,20,18,29,23,26,20,38,28,47,28,879,177,216,107,195,57,962,457,429,100,380,88,325,272,1,3,24,24
14000US08041004603,"Census Tract 46.03, El Paso, CO",4878,663,39,45,0,17,0,17,0,17,0,17,0,17,0,17,17,28,37,57,14,23,0,17,20,24,48,55,46,56,35,34,628,215,224,170,437,193,1209,455,660,186,1169,403,244,89,39,37,12,18
14000US08041004701,"Census Tract 47.01, El Paso, CO",3155,237,16,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,8,13,9,14,0,12,17,19,78,54,451,112,173,70,279,112,514,166,523,118,665,142,304,121,47,35,62,46
14000US08041004702,"Census Tract 47.02, El Paso, CO",1333,146,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,9,12,12,5,8,8,9,202,75,16,14,91,37,252,63,224,76,288,78,212,64,3,5,13,13
14000US08041004703,"Census Tract 47.03, El Paso, CO",3850,384,24,38,0,17,0,17,0,17,0,17,0,17,0,17,0,17,6,12,0,17,17,27,0,17,16,26,14,25,47,47,495,161,86,62,353,166,640,188,365,149,1082,277,625,203,51,45,29,34
14000US08041004706,"Census Tract 47.06, El Paso, CO",3826,503,81,75,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,19,276,83,125,119,276,81,626,267,522,137,1263,316,577,195,27,23,41,32
14000US08041004800,"Census Tract 48, El Paso, CO",3425,357,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,16,0,12,0,12,6,11,62,61,80,78,28,26,88,74,581,133,124,81,248,170,701,118,611,246,728,177,153,65,4,7,0,12
14000US08041004901,"Census Tract 49.01, El Paso, CO",2378,290,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,51,0,12,7,11,0,12,58,58,514,167,195,108,230,97,340,115,280,112,480,165,194,90,18,23,25,27
14000US08041004902,"Census Tract 49.02, El Paso, CO",3856,632,68,63,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,28,30,12,17,17,19,369,106,237,282,299,157,597,172,306,111,998,214,757,285,76,51,92,58
14000US08041005000,"Census Tract 50, El Paso, CO",3474,397,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,29,0,17,1,4,41,64,34,31,35,35,93,75,924,219,333,148,264,87,727,177,373,172,540,137,93,57,0,17,0,17
14000US08041005110,"Census Tract 51.10, El Paso, CO",2672,313,26,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,33,21,28,11,17,18,21,39,31,740,235,234,106,238,86,510,148,157,65,490,159,127,77,0,12,40,32
14000US08041005201,"Census Tract 52.01, El Paso, CO",2823,436,49,55,0,12,0,12,40,44,0,12,0,12,0,12,17,26,210,130,20,27,0,12,0,12,56,62,102,68,52,66,777,287,130,86,259,118,347,129,379,156,280,124,80,64,16,18,9,16
14000US08041005202,"Census Tract 52.02, El Paso, CO",1955,345,5,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,26,31,25,29,29,23,22,356,144,88,63,127,76,549,137,187,82,230,92,283,246,31,37,0,12
14000US08041005300,"Census Tract 53, El Paso, CO",3174,535,114,94,0,12,0,12,0,12,0,12,0,12,0,12,0,12,52,53,0,12,3,6,37,33,14,19,50,43,104,72,688,227,150,90,180,99,659,178,345,109,637,224,131,94,10,18,0,12
14000US08041005400,"Census Tract 54, El Paso, CO",3468,753,119,148,0,17,0,17,0,17,20,31,0,17,0,17,0,17,43,57,0,17,8,11,102,106,15,24,35,35,114,83,798,265,228,152,467,271,978,329,260,208,237,147,26,37,18,24,0,17
14000US08041005501,"Census Tract 55.01, El Paso, CO",4688,532,9,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,23,18,29,14,23,0,17,18,20,36,33,31,27,871,312,55,41,268,124,830,271,535,158,1213,184,619,184,112,123,45,55
14000US08041005502,"Census Tract 55.02, El Paso, CO",2702,371,0,12,0,12,0,12,0,12,0,12,0,12,0,12,31,48,0,12,0,12,0,12,0,12,0,12,67,68,57,46,642,183,90,59,178,87,609,197,329,155,510,200,189,104,0,12,0,12
14000US08041005601,"Census Tract 56.01, El Paso, CO",2550,433,30,48,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,18,7,12,109,133,471,141,261,176,128,79,425,138,228,92,577,207,293,107,0,12,11,16
14000US08041005602,"Census Tract 56.02, El Paso, CO",2163,213,14,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,13,0,12,0,12,0,12,83,53,409,110,125,64,196,87,412,126,184,78,514,140,185,71,29,26,5,8
14000US08041005700,"Census Tract 57, El Paso, CO",4662,662,32,52,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,24,37,34,41,0,17,39,49,481,174,307,180,477,171,898,279,919,480,796,202,518,161,50,65,87,59
14000US08041005800,"Census Tract 58, El Paso, CO",2387,388,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,2,5,8,12,1,6,19,30,110,118,343,110,28,25,275,109,484,141,304,133,523,141,239,71,10,17,18,20
14000US08041005900,"Census Tract 59, El Paso, CO",4942,525,90,141,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,25,38,29,47,1121,359,151,81,358,173,908,307,507,199,1181,262,423,164,65,58,84,101
14000US08041006000,"Census Tract 60, El Paso, CO",4531,582,60,53,0,17,0,17,0,17,0,17,135,203,0,17,46,60,80,85,0,17,0,17,26,43,67,83,92,79,174,198,1260,334,327,191,231,134,1005,322,251,123,500,203,190,150,14,23,73,89
14000US08041006100,"Census Tract 61, El Paso, CO",2716,504,15,17,0,12,0,12,0,12,0,12,0,12,0,12,18,27,64,47,0,12,34,56,22,34,46,43,69,61,212,199,797,194,102,57,225,88,526,224,271,154,248,154,67,68,0,12,0,12
14000US08041006200,"Census Tract 62, El Paso, CO",3052,309,58,36,0,17,0,17,0,17,55,59,0,17,0,17,0,17,88,68,0,17,8,14,82,62,40,43,122,90,72,56,692,183,230,93,336,117,468,135,289,86,403,141,82,64,27,38,0,17
14000US08041006301,"Census Tract 63.01, El Paso, CO",3321,401,43,49,0,17,0,17,0,17,0,17,0,17,13,21,10,17,17,18,8,13,12,18,25,33,18,18,70,48,111,78,1126,346,237,131,314,110,411,118,398,122,350,125,106,60,44,54,8,13
14000US08041006302,"Census Tract 63.02, El Paso, CO",3683,543,0,17,0,17,0,17,0,17,0,17,87,132,0,17,0,17,0,17,0,17,0,17,130,96,75,120,60,54,17,26,889,329,122,113,186,124,934,322,654,260,399,158,130,115,0,17,0,17
14000US08041006400,"Census Tract 64, El Paso, CO",4053,494,166,124,0,17,0,17,0,17,0,17,0,17,0,17,70,114,45,69,0,17,27,44,0,17,39,50,115,92,181,166,1424,404,189,101,237,105,653,208,446,166,315,157,88,69,41,41,17,30
14000US08041006501,"Census Tract 65.01, El Paso, CO",2129,326,128,85,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,9,0,12,22,31,76,61,32,35,0,12,23,36,478,139,127,82,274,146,447,180,291,100,207,95,20,25,0,12,0,12
14000US08041006502,"Census Tract 65.02, El Paso, CO",4602,558,56,87,0,17,0,17,0,17,0,17,0,17,0,17,0,17,129,88,0,17,7,20,28,48,174,201,36,44,153,140,1122,492,95,96,529,233,983,318,590,201,534,189,136,103,0,17,30,49
14000US08041006600,"Census Tract 66, El Paso, CO",1748,182,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,31,0,12,0,12,0,12,33,29,251,98,52,48,201,86,231,81,188,74,481,125,249,85,38,37,4,7
14000US08041006801,"Census Tract 68.01, El Paso, CO",3005,461,8,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,52,38,52,63,441,136,101,57,202,76,572,200,202,75,1075,433,253,83,23,36,16,18
14000US08041006802,"Census Tract 68.02, El Paso, CO",2448,275,24,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,16,23,26,41,47,10,15,389,106,29,28,135,60,393,209,239,78,853,158,282,109,18,20,0,12
14000US08041006901,"Census Tract 69.01, El Paso, CO",3114,299,47,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,25,0,12,0,12,18,23,0,12,0,12,5,8,127,53,38,32,226,97,630,184,371,124,918,174,604,128,53,33,56,36
14000US08041006902,"Census Tract 69.02, El Paso, CO",3248,383,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,25,0,17,0,17,5,8,0,17,419,139,53,48,155,79,637,293,345,100,1000,228,464,130,63,41,91,80
14000US08041007000,"Census Tract 70, El Paso, CO",3068,348,8,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,23,25,270,123,32,33,108,56,415,163,346,129,897,175,783,201,84,55,92,47
14000US08041007602,"Census Tract 76.02, El Paso, CO",2392,218,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,41,0,12,0,12,23,34,0,12,64,68,232,110,49,41,148,85,291,81,258,93,738,131,395,107,63,43,91,53
14000US08041007700,"Census Tract 77, El Paso, CO",4660,809,84,91,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,27,22,32,14,25,21,34,774,314,300,201,334,332,692,220,607,289,888,217,757,210,108,93,43,43
14000US08041007900,"Census Tract 79, El Paso, CO",2505,328,3,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,10,3,5,0,12,13,19,254,154,49,42,153,58,380,147,248,108,707,139,426,122,191,106,76,51
14000US08041008000,"Census Tract 80, El Paso, CO",3024,379,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,97,117,0,12,55,49,487,205,121,54,269,137,577,170,380,150,648,155,238,107,60,42,92,62
14000US08043978100,"Census Tract 9781, Fremont, CO",2548,285,3,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,27,32,33,33,18,16,575,123,145,89,346,140,375,110,199,89,439,120,336,187,7,9,37,44
14000US08043978200,"Census Tract 9782, Fremont, CO",2818,231,30,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,17,41,38,10,18,96,81,61,58,659,214,213,132,266,117,563,173,273,97,440,149,119,53,33,33,0,12
14000US08043978300,"Census Tract 9783, Fremont, CO",3817,365,4,6,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,91,84,105,109,79,91,53,50,10,15,796,286,277,111,401,174,635,228,493,170,508,226,297,138,56,43,12,17
14000US08043978400,"Census Tract 9784, Fremont, CO",1955,272,6,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,6,0,12,5,9,74,62,36,29,86,69,17,21,337,87,308,132,153,80,321,116,211,76,228,75,116,45,37,23,16,17
14000US08043978500,"Census Tract 9785, Fremont, CO",3938,475,3,6,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,26,4,7,22,33,28,36,90,91,48,43,14,23,877,214,167,99,417,170,820,204,568,308,627,224,172,88,39,31,27,40
14000US08043978600,"Census Tract 9786, Fremont, CO",2510,285,27,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,63,62,0,12,0,12,7,13,33,35,90,97,609,173,214,114,188,84,598,175,210,101,318,117,145,81,8,14,0,12
14000US08043978800,"Census Tract 9788, Fremont, CO",1751,288,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,12,0,12,34,52,0,12,30,33,10,15,54,52,339,167,107,66,84,49,344,115,131,68,286,84,308,107,10,16,0,12
14000US08043979100,"Census Tract 9791, Fremont, CO",2434,279,2,3,0,12,0,12,0,12,0,12,0,12,0,12,1,2,0,12,0,12,20,17,9,11,5,6,26,25,39,31,559,144,101,53,247,101,443,138,379,119,412,107,160,68,30,32,1,2
14000US08043979200,"Census Tract 9792, Fremont, CO",1359,182,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,17,5,8,12,13,311,90,57,41,89,40,249,64,138,58,286,76,129,51,38,27,35,30
14000US08043979400,"Census Tract 9794, Fremont, CO",2426,333,52,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,0,12,20,19,29,26,67,44,41,33,10,8,624,110,294,127,221,94,528,137,202,76,216,59,71,43,20,35,30,34
14000US08043980100,"Census Tract 9801, Fremont, CO",256,127,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,18,9,18,18,25,0,12,71,33,149,102,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08043980200,"Census Tract 9802, Fremont, CO",2981,787,76,74,0,12,0,12,0,12,0,12,27,54,0,12,0,12,0,12,25,50,0,12,128,122,216,172,237,199,0,12,583,311,1148,489,279,159,210,138,0,12,52,73,0,12,0,12,0,12
14000US08043980300,"Census Tract 9803, Fremont, CO",5365,561,0,17,0,17,0,17,0,17,0,17,0,17,17,23,0,17,8,16,20,24,58,40,128,59,137,74,619,190,18,27,1188,184,2894,363,40,39,188,134,5,12,45,33,0,17,0,17,0,17
14000US08045951600,"Census Tract 9516, Garfield, CO",2664,375,36,43,0,12,0,12,0,12,0,12,23,42,0,12,0,12,21,33,0,12,60,69,47,49,48,78,28,43,12,20,494,212,49,48,256,163,246,99,297,131,769,234,211,74,40,50,27,31
14000US08045951701,"Census Tract 9517.01, Garfield, CO",3191,418,21,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,97,76,0,12,0,12,6,19,25,39,27,43,43,48,499,170,71,54,142,71,588,339,329,139,745,179,474,146,84,57,40,30
