geoid,name,B15003001,"B15003001, Error",B15003002,"B15003002, Error",B15003003,"B15003003, Error",B15003004,"B15003004, Error",B15003005,"B15003005, Error",B15003006,"B15003006, Error",B15003007,"B15003007, Error",B15003008,"B15003008, Error",B15003009,"B15003009, Error",B15003010,"B15003010, Error",B15003011,"B15003011, Error",B15003012,"B15003012, Error",B15003013,"B15003013, Error",B15003014,"B15003014, Error",B15003015,"B15003015, Error",B15003016,"B15003016, Error",B15003017,"B15003017, Error",B15003018,"B15003018, Error",B15003019,"B15003019, Error",B15003020,"B15003020, Error",B15003021,"B15003021, Error",B15003022,"B15003022, Error",B15003023,"B15003023, Error",B15003024,"B15003024, Error",B15003025,"B15003025, Error"
04000US08,Colorado,3900754,1046,45328,1959,572,210,619,165,1240,337,2428,451,4586,606,3567,649,6405,676,30105,1814,9210,813,24563,1397,35832,1633,40183,1705,49797,2117,54350,2009,671575,7558,155506,3245,240244,4317,569664,6317,332127,4489,1015989,7701,445484,6112,93603,2581,67777,1960
14000US08001007801,"Census Tract 78.01, Adams, CO",2299,304,308,160,0,12,20,29,0,12,0,12,49,54,0,12,36,39,108,96,70,72,61,65,39,34,255,107,62,55,86,51,447,162,62,40,106,82,386,114,83,54,97,59,5,8,0,12,19,21
14000US08001007802,"Census Tract 78.02, Adams, CO",2902,416,186,114,0,12,0,12,0,12,13,22,78,113,43,63,88,90,195,111,71,70,64,39,113,76,135,90,93,59,95,91,950,277,130,85,152,91,187,87,90,51,135,69,66,46,0,12,18,19
14000US08001007900,"Census Tract 79, Adams, CO",3525,516,63,93,0,17,9,15,24,37,0,17,49,56,2,5,42,48,161,88,147,107,43,42,95,91,84,52,156,114,59,52,1024,266,124,93,165,68,280,114,334,132,423,181,209,124,21,23,11,18
14000US08001008000,"Census Tract 80, Adams, CO",3893,947,138,104,0,17,17,27,0,17,0,17,24,40,0,17,22,35,149,123,4,7,13,14,161,120,7,13,57,52,98,69,1596,961,205,103,229,140,393,157,278,129,298,113,178,69,16,18,10,14
14000US08001008100,"Census Tract 81, Adams, CO",1062,181,24,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,0,12,0,12,21,47,4,10,0,12,3,7,86,60,36,47,30,23,81,47,91,43,342,102,140,56,128,67,68,41
14000US08001008200,"Census Tract 82, Adams, CO",4459,680,59,49,0,17,0,17,0,17,0,17,0,17,0,17,105,116,55,67,40,44,128,107,83,74,206,130,132,112,248,167,1402,294,359,188,341,223,446,143,357,134,360,173,82,54,15,18,41,37
14000US08001008308,"Census Tract 83.08, Adams, CO",3278,547,160,109,0,17,13,20,0,17,0,17,10,15,0,17,0,17,25,41,76,66,113,109,110,79,79,52,111,79,125,152,1203,362,78,55,191,98,282,120,224,103,277,91,178,146,0,17,23,27
14000US08001008309,"Census Tract 83.09, Adams, CO",2437,493,36,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,137,86,20,31,72,54,83,80,102,79,148,71,114,147,959,257,89,58,134,104,227,95,105,64,165,137,37,35,9,10,0,12
14000US08001008401,"Census Tract 84.01, Adams, CO",3755,359,55,46,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,20,31,47,66,57,31,25,200,95,1255,254,271,108,267,97,488,130,466,178,545,167,31,23,35,32,0,17
14000US08001008402,"Census Tract 84.02, Adams, CO",3166,463,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,0,12,0,12,0,12,6,9,27,26,49,36,640,172,88,79,261,104,898,334,422,153,521,155,232,92,0,12,3,8
14000US08001008505,"Census Tract 85.05, Adams, CO",5008,497,152,121,0,17,0,17,0,17,0,17,15,25,0,17,0,17,0,17,12,20,22,36,15,27,121,94,33,37,173,101,1647,415,208,106,340,120,835,222,553,175,525,176,314,178,16,26,27,32
14000US08001008506,"Census Tract 85.06, Adams, CO",3936,509,142,105,0,17,0,17,0,17,0,17,24,38,0,17,0,17,17,27,24,38,35,50,32,36,13,22,112,116,48,53,1394,256,121,89,262,117,674,235,419,185,399,199,98,100,122,187,0,17
14000US08001008507,"Census Tract 85.07, Adams, CO",4479,1005,104,134,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,41,64,0,17,30,38,44,50,77,110,1722,634,618,362,256,125,717,241,388,239,359,141,111,84,12,23,0,17
14000US08001008508,"Census Tract 85.08, Adams, CO",3807,534,109,81,0,17,0,17,0,17,0,17,0,17,0,17,0,17,29,46,8,13,0,17,17,24,12,16,237,183,62,62,835,174,240,125,353,168,604,143,456,197,594,163,208,83,33,38,10,15
14000US08001008524,"Census Tract 85.24, Adams, CO",6356,722,76,91,0,17,0,17,0,17,0,17,0,17,0,17,0,17,61,59,0,17,24,38,12,22,0,17,102,100,178,120,1013,301,290,185,409,132,883,177,643,179,1615,322,799,320,49,53,202,169
14000US08001008526,"Census Tract 85.26, Adams, CO",4895,463,115,156,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,22,90,86,160,107,932,311,62,71,321,166,856,237,298,130,1193,273,704,203,56,53,94,79
14000US08001008533,"Census Tract 85.33, Adams, CO",5502,755,117,103,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,18,45,37,63,0,17,75,78,140,123,104,97,1157,312,147,91,360,172,1247,393,481,159,1259,496,301,159,26,30,33,37
14000US08001008534,"Census Tract 85.34, Adams, CO",2929,310,14,26,0,12,0,12,0,12,0,12,7,12,0,12,9,18,15,23,0,12,0,12,71,74,0,12,96,72,51,48,823,233,61,36,309,119,546,159,284,89,420,113,162,101,21,31,40,64
14000US08001008535,"Census Tract 85.35, Adams, CO",2731,499,55,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,0,12,17,24,42,43,52,53,91,70,151,120,639,246,189,105,154,92,349,167,250,87,550,174,147,76,18,27,15,15
14000US08001008536,"Census Tract 85.36, Adams, CO",2419,387,47,59,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,26,0,12,0,12,9,17,115,119,54,72,22,19,466,177,23,22,143,63,317,141,329,118,531,121,306,133,20,21,29,26
14000US08001008538,"Census Tract 85.38, Adams, CO",5060,525,240,251,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,25,32,53,64,573,132,111,84,517,261,898,244,355,131,1407,311,801,238,18,28,62,54
14000US08001008540,"Census Tract 85.40, Adams, CO",5855,847,129,176,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,77,126,15,26,54,62,129,119,1506,465,163,97,366,195,926,278,695,222,1412,315,324,119,9,17,50,58
14000US08001008544,"Census Tract 85.44, Adams, CO",3340,252,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,40,65,5,9,0,17,37,40,38,63,23,21,374,124,58,43,245,81,337,125,311,105,1244,231,468,100,120,84,40,28
14000US08001008545,"Census Tract 85.45, Adams, CO",4699,464,93,89,0,17,0,17,0,17,0,17,0,17,0,17,0,17,2,5,0,17,0,17,0,17,26,43,29,34,130,95,822,246,205,101,477,184,431,123,460,162,1412,292,529,168,75,55,8,12
14000US08001008546,"Census Tract 85.46, Adams, CO",3013,567,93,78,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,28,9,13,0,12,105,114,98,83,707,250,36,28,215,141,360,182,535,296,645,141,102,52,43,56,42,44
14000US08001008547,"Census Tract 85.47, Adams, CO",2253,370,7,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,70,50,11,17,553,178,162,80,192,87,332,115,184,73,564,197,162,164,16,24,0,12
14000US08001008548,"Census Tract 85.48, Adams, CO",1213,137,29,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,7,10,5,8,218,87,50,48,135,50,123,52,105,63,392,102,101,52,14,15,30,22
14000US08001008549,"Census Tract 85.49, Adams, CO",2474,505,321,358,0,12,0,12,0,12,18,29,0,12,0,12,0,12,18,28,0,12,0,12,0,12,78,67,84,74,60,60,369,133,78,43,173,76,304,127,260,125,476,152,159,67,64,62,12,19
14000US08001008550,"Census Tract 85.50, Adams, CO",5687,899,52,46,0,17,0,17,0,17,0,17,0,17,0,17,0,17,70,75,0,17,50,75,56,83,84,83,56,75,168,103,1373,391,229,114,527,221,1083,316,549,191,1156,246,188,100,46,35,0,17
14000US08001008551,"Census Tract 85.51, Adams, CO",1151,229,13,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,9,11,9,12,6,11,14,20,18,24,65,41,222,91,46,25,51,27,113,54,72,33,323,94,134,61,12,11,38,42
14000US08001008603,"Census Tract 86.03, Adams, CO",1201,239,40,32,0,12,0,12,0,12,0,12,18,28,0,12,10,11,38,45,0,12,71,99,3,6,25,34,10,11,16,24,480,108,59,34,64,34,243,121,58,27,47,29,19,21,0,12,0,12
14000US08001008604,"Census Tract 86.04, Adams, CO",3731,530,10,15,0,17,0,17,0,17,0,17,0,17,0,17,0,17,26,35,38,37,13,25,90,72,141,95,196,103,49,47,904,208,656,226,334,151,538,159,365,135,265,112,84,52,0,17,22,31
14000US08001008605,"Census Tract 86.05, Adams, CO",2746,543,9,15,0,12,0,12,0,12,57,93,0,12,37,60,0,12,19,31,7,12,34,49,37,46,47,50,0,12,34,34,692,282,147,74,323,124,547,274,154,70,432,179,138,71,17,21,15,23
14000US08001008606,"Census Tract 86.06, Adams, CO",4122,636,216,196,0,17,0,17,0,17,0,17,0,17,0,17,0,17,38,43,0,17,1,3,41,53,134,163,163,159,101,88,1276,351,171,104,302,182,603,186,572,236,333,139,121,87,13,21,37,37
14000US08001008705,"Census Tract 87.05, Adams, CO",3097,353,91,73,0,17,0,17,0,17,0,17,38,49,0,17,25,41,144,80,0,17,72,54,152,99,21,25,71,57,90,56,1184,275,302,127,115,93,441,130,243,148,96,48,8,12,4,9,0,17
14000US08001008706,"Census Tract 87.06, Adams, CO",3375,522,145,102,0,17,0,17,0,17,0,17,16,23,0,17,0,17,214,176,24,30,57,43,138,90,111,65,173,123,166,91,897,253,424,284,211,118,351,161,135,55,238,102,75,61,0,17,0,17
14000US08001008709,"Census Tract 87.09, Adams, CO",4706,650,423,224,0,17,0,17,0,17,0,17,56,70,14,23,0,17,91,80,53,79,123,96,117,96,210,121,245,185,394,230,1061,321,278,146,260,191,365,199,294,178,687,477,35,42,0,17,0,17
14000US08001008801,"Census Tract 88.01, Adams, CO",3055,415,93,89,0,12,0,12,0,12,13,20,28,32,79,120,31,37,127,84,34,47,123,91,126,82,154,102,304,153,135,69,784,205,284,118,75,44,223,96,260,112,175,80,7,14,0,12,0,12
14000US08001008802,"Census Tract 88.02, Adams, CO",3134,670,124,99,0,17,0,17,0,17,0,17,22,19,19,32,101,76,318,189,0,17,143,91,153,134,185,122,77,57,51,43,746,229,283,141,106,75,279,172,119,96,388,322,20,32,0,17,0,17
14000US08001008901,"Census Tract 89.01, Adams, CO",1527,342,55,51,0,12,0,12,0,12,0,12,5,10,0,12,0,12,82,44,6,10,12,19,23,19,315,314,68,57,76,44,369,95,110,65,75,38,106,46,99,45,61,37,61,32,4,7,0,12
14000US08001009001,"Census Tract 90.01, Adams, CO",2912,504,89,101,0,12,0,12,0,12,0,12,28,26,0,12,26,43,95,77,13,17,53,58,94,80,37,39,118,78,47,39,815,243,289,161,413,149,178,80,282,107,245,138,90,60,0,12,0,12
14000US08001009101,"Census Tract 91.01, Adams, CO",3333,489,69,58,0,17,0,17,0,17,0,17,0,17,4,11,0,17,199,197,0,17,31,37,65,43,35,31,105,99,91,93,892,221,329,263,358,168,284,122,324,162,387,178,95,54,32,42,33,52
14000US08001009103,"Census Tract 91.03, Adams, CO",2409,412,157,117,0,12,0,12,0,12,30,46,1,3,30,47,27,40,134,80,0,12,119,66,99,72,48,53,54,62,100,59,480,168,98,87,235,208,317,143,163,109,223,141,94,108,0,12,0,12
14000US08001009104,"Census Tract 91.04, Adams, CO",3715,548,112,114,0,17,0,17,0,17,19,32,0,17,0,17,6,10,157,97,5,9,0,17,31,28,62,53,153,83,112,76,919,282,258,124,158,75,452,187,435,141,699,365,47,40,38,57,52,52
14000US08001009202,"Census Tract 92.02, Adams, CO",2807,384,56,42,0,12,0,12,0,12,0,12,0,12,14,24,0,12,97,99,24,38,56,48,109,105,74,53,45,41,174,79,717,198,361,125,363,204,233,103,162,74,251,95,66,53,5,9,0,12
14000US08001009203,"Census Tract 92.03, Adams, CO",3186,557,103,68,0,17,0,17,0,17,0,17,15,24,0,17,56,63,98,127,33,47,21,33,0,17,112,81,26,32,18,27,973,341,322,138,165,93,585,303,287,115,301,161,71,56,0,17,0,17
14000US08001009204,"Census Tract 92.04, Adams, CO",4486,624,57,57,0,17,0,17,0,17,0,17,0,17,0,17,0,17,177,188,0,17,20,32,33,50,77,74,85,138,201,122,756,188,365,220,220,107,656,281,501,222,935,276,190,91,81,70,132,160
14000US08001009206,"Census Tract 92.06, Adams, CO",1821,285,23,28,0,12,0,12,0,12,0,12,15,21,0,12,0,12,40,39,0,12,0,12,4,7,34,37,4,9,46,34,266,112,120,44,128,72,294,85,147,50,482,116,65,38,10,16,143,174
14000US08001009207,"Census Tract 92.07, Adams, CO",3600,758,85,81,0,17,0,17,0,17,0,17,0,17,0,17,0,17,7,18,0,17,47,72,37,41,97,91,27,29,176,132,1125,417,219,114,262,87,674,385,286,100,450,150,108,67,0,17,0,17
14000US08001009304,"Census Tract 93.04, Adams, CO",4048,489,78,110,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,73,69,67,118,19,24,27,40,17,28,911,281,43,46,725,417,675,213,486,187,669,255,217,125,27,29,14,22
14000US08001009306,"Census Tract 93.06, Adams, CO",2216,249,44,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,55,89,14,21,22,26,36,36,36,28,40,46,38,29,551,128,142,79,150,86,406,98,270,129,316,97,96,66,0,12,0,12
14000US08001009307,"Census Tract 93.07, Adams, CO",2152,402,65,83,0,12,0,12,0,12,0,12,0,12,21,35,26,58,100,58,0,12,25,43,75,69,12,33,40,42,96,69,470,171,197,130,137,66,160,84,254,114,349,199,114,99,11,17,0,12
14000US08001009308,"Census Tract 93.08, Adams, CO",3237,438,223,149,0,12,0,12,0,12,0,12,0,12,0,12,0,12,59,53,8,13,60,46,100,111,44,50,81,61,101,82,714,219,320,126,477,241,417,141,417,166,183,92,33,35,0,12,0,12
14000US08001009309,"Census Tract 93.09, Adams, CO",2716,348,62,73,0,12,0,12,14,26,33,42,0,12,0,12,41,44,95,77,0,12,0,12,155,112,63,70,27,43,125,93,697,288,74,57,152,77,547,168,227,102,360,166,39,34,0,12,5,9
14000US08001009310,"Census Tract 93.10, Adams, CO",3789,563,139,131,0,17,0,17,0,17,0,17,0,17,0,17,0,17,111,95,61,69,122,101,107,90,68,69,203,164,64,64,980,224,319,203,202,85,563,201,264,90,417,154,148,74,0,17,21,23
14000US08001009316,"Census Tract 93.16, Adams, CO",4456,691,206,97,0,17,0,17,0,17,62,99,0,17,0,17,0,17,461,276,72,116,162,132,307,167,120,102,232,132,131,130,1061,293,308,224,343,158,464,204,324,183,154,92,25,31,0,17,24,28
14000US08001009318,"Census Tract 93.18, Adams, CO",3858,445,134,105,0,17,0,17,0,17,0,17,0,17,0,17,124,198,74,114,0,17,82,92,45,60,182,155,332,194,91,85,1105,311,400,205,219,133,351,181,201,155,380,153,118,81,0,17,20,32
14000US08001009319,"Census Tract 93.19, Adams, CO",1578,295,75,55,0,12,7,11,18,31,0,12,0,12,0,12,14,24,76,45,20,20,48,40,113,82,11,12,84,42,117,90,302,89,67,41,82,50,218,108,94,55,158,107,74,51,0,12,0,12
14000US08001009320,"Census Tract 93.20, Adams, CO",1705,380,170,147,0,12,0,12,0,12,15,25,0,12,0,12,0,12,4,7,0,12,0,12,74,62,67,60,78,61,87,99,419,144,191,229,146,71,175,86,42,36,183,91,33,37,21,30,0,12
14000US08001009321,"Census Tract 93.21, Adams, CO",2459,308,151,189,0,12,0,12,0,12,0,12,2,3,0,12,66,79,128,72,0,12,0,12,36,42,66,64,64,61,110,83,761,249,53,37,143,80,265,93,228,88,322,143,50,33,0,12,14,16
14000US08001009322,"Census Tract 93.22, Adams, CO",3219,584,288,340,0,17,0,17,0,17,0,17,12,19,0,17,23,38,36,46,0,17,40,51,88,73,172,128,130,85,97,72,837,287,223,110,200,93,443,183,203,93,282,115,145,98,0,17,0,17
14000US08001009323,"Census Tract 93.23, Adams, CO",2513,341,7,11,0,12,0,12,0,12,0,12,0,12,0,12,40,48,82,80,0,12,19,24,0,12,89,96,85,48,47,41,484,139,179,101,203,75,474,180,259,110,364,118,128,59,0,12,53,54
14000US08001009325,"Census Tract 93.25, Adams, CO",4180,607,0,17,0,17,18,31,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,106,155,0,17,28,47,19,29,532,202,253,199,250,155,521,190,441,231,1386,321,543,176,59,64,24,36
14000US08001009326,"Census Tract 93.26, Adams, CO",2326,487,39,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,29,0,12,15,17,0,12,277,92,181,118,135,54,385,193,168,88,682,233,347,240,44,38,31,26
14000US08001009327,"Census Tract 93.27, Adams, CO",3146,542,56,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,49,78,6,10,49,48,0,12,120,129,66,58,880,290,170,119,180,75,399,142,262,136,552,188,312,112,8,13,26,28
14000US08001009401,"Census Tract 94.01, Adams, CO",3555,416,247,169,0,17,0,17,0,17,0,17,0,17,12,18,19,31,38,58,41,31,54,69,74,113,31,34,153,112,46,44,688,205,407,158,219,66,330,122,286,86,677,185,210,93,15,15,8,13
14000US08001009406,"Census Tract 94.06, Adams, CO",3133,341,168,127,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,48,51,37,41,42,36,104,84,606,156,197,117,322,116,515,155,369,130,544,150,125,56,29,27,15,17
14000US08001009407,"Census Tract 94.07, Adams, CO",3299,432,132,104,0,17,0,17,0,17,0,17,76,116,0,17,33,35,84,68,11,18,21,26,83,68,6,10,146,91,156,83,628,188,227,107,201,97,467,175,359,127,484,153,149,58,17,19,19,20
14000US08001009408,"Census Tract 94.08, Adams, CO",3553,425,36,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,63,70,0,12,0,12,0,12,0,12,17,22,331,126,56,38,123,77,519,133,420,141,1360,281,557,141,35,30,26,29
14000US08001009409,"Census Tract 94.09, Adams, CO",4186,525,13,20,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,28,50,34,37,11,17,40,46,583,173,103,75,160,93,549,193,187,92,1469,477,726,173,158,97,125,97
14000US08001009410,"Census Tract 94.10, Adams, CO",2264,209,48,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,107,89,201,69,49,39,108,55,319,110,134,84,786,133,388,107,74,46,41,30
14000US08001009411,"Census Tract 94.11, Adams, CO",2366,348,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,18,0,12,46,44,206,78,58,41,217,78,277,149,250,132,774,241,473,175,19,22,34,25
14000US08001009501,"Census Tract 95.01, Adams, CO",1968,333,0,12,0,12,0,12,0,12,15,19,0,12,0,12,23,31,85,101,0,12,159,144,82,92,19,16,16,20,57,45,520,180,103,84,177,78,283,138,61,42,179,90,115,66,22,35,52,70
14000US08001009502,"Census Tract 95.02, Adams, CO",3232,400,168,166,0,17,0,17,0,17,0,17,32,37,23,33,0,17,142,128,0,17,74,79,30,35,117,69,120,90,29,28,585,155,255,185,336,108,459,170,139,57,437,136,206,79,34,39,46,44
14000US08001009553,"Census Tract 95.53, Adams, CO",2556,465,90,83,0,12,0,12,0,12,42,60,1,3,0,12,8,21,187,122,45,57,105,102,99,72,97,79,72,60,0,12,396,123,111,61,150,81,70,51,177,85,378,139,515,368,1,3,12,21
14000US08001009603,"Census Tract 96.03, Adams, CO",4324,668,40,69,0,17,0,17,0,17,0,17,0,17,0,17,0,17,104,133,0,17,37,39,100,141,231,219,162,114,210,196,941,246,103,76,391,175,911,286,305,146,759,316,30,25,0,17,0,17
14000US08001009604,"Census Tract 96.04, Adams, CO",2897,268,31,27,0,12,0,12,0,12,0,12,0,12,8,15,0,12,54,70,57,62,33,32,73,57,36,29,64,53,86,61,664,168,262,99,257,93,401,110,220,100,427,128,178,74,26,38,20,21
14000US08001009606,"Census Tract 96.06, Adams, CO",1711,311,58,57,0,12,0,12,0,12,0,12,12,19,35,50,0,12,83,82,0,12,51,56,88,90,52,50,18,24,126,80,438,182,150,77,15,18,200,95,86,73,185,106,105,64,0,12,9,9
14000US08001009607,"Census Tract 96.07, Adams, CO",3022,277,31,39,0,12,0,12,0,12,0,12,24,26,8,14,61,81,34,29,24,38,18,22,69,60,62,48,98,76,40,30,673,165,224,102,201,87,414,118,311,132,403,108,261,100,43,41,23,38
14000US08001009608,"Census Tract 96.08, Adams, CO",2545,169,25,29,0,12,0,12,0,12,0,12,0,12,0,12,23,37,22,25,11,22,10,15,7,11,9,17,40,33,77,62,608,182,153,94,170,86,184,84,111,78,703,162,336,129,44,38,12,15
14000US08001009751,"Census Tract 97.51, Adams, CO",2286,447,68,70,0,12,0,12,0,12,0,12,34,55,40,62,0,12,43,59,8,14,44,57,65,76,2,8,13,22,44,46,169,113,152,97,95,59,539,218,289,172,538,271,108,73,16,18,19,22
14000US08001009752,"Census Tract 97.52, Adams, CO",1857,229,72,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,40,35,48,10,14,54,42,38,37,37,31,21,17,419,91,164,74,130,72,320,138,123,70,266,85,119,73,7,11,5,7
14000US08001015000,"Census Tract 150, Adams, CO",1968,223,77,73,0,12,0,12,0,12,0,12,12,20,0,12,129,92,125,118,0,12,51,65,82,80,17,20,126,83,136,91,441,161,110,62,66,58,284,105,141,62,169,86,2,12,0,12,0,12
14000US08001060100,"Census Tract 601, Adams, CO",4990,523,52,45,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,20,0,17,0,17,74,73,35,36,130,104,14,25,1050,349,224,157,241,116,771,230,369,145,1277,310,576,185,71,56,94,83
14000US08001060200,"Census Tract 602, Adams, CO",3510,450,72,94,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,48,44,21,22,627,221,78,70,318,136,525,197,406,204,827,189,442,127,107,61,39,34
14000US08001061200,"Census Tract 612, Adams, CO",1945,242,5,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,9,9,13,0,12,6,9,0,12,34,46,6,9,501,178,56,35,155,59,212,64,159,54,579,131,162,54,39,27,17,18
14000US08001988700,"Census Tract 9887, Adams, CO",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08003960000,"Census Tract 9600, Alamosa, CO",1430,226,11,15,0,12,0,12,0,12,0,12,36,38,28,31,10,16,8,11,0,12,10,15,36,33,18,15,0,12,30,22,329,95,88,71,77,36,268,82,121,49,268,77,71,46,17,27,4,5
14000US08003960100,"Census Tract 9601, Alamosa, CO",1768,207,60,46,0,12,6,9,0,12,0,12,8,12,9,14,0,12,35,37,7,11,11,12,31,39,14,24,30,45,14,24,475,138,28,22,88,36,280,94,179,64,338,98,99,40,28,23,28,21
14000US08003960300,"Census Tract 9603, Alamosa, CO",3031,346,117,107,0,17,0,17,17,25,0,17,26,41,0,17,65,60,22,28,57,58,10,15,159,98,17,24,42,34,9,16,724,204,311,121,314,143,516,129,306,129,241,104,58,46,20,30,0,17
14000US08005004951,"Census Tract 49.51, Arapahoe, CO",1311,252,17,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,17,0,12,188,99,13,21,114,78,204,101,84,58,569,144,106,66,6,11,0,12
14000US08005004952,"Census Tract 49.52, Arapahoe, CO",2708,311,215,263,0,12,0,12,0,12,0,12,0,12,0,12,0,12,79,92,0,12,41,35,0,12,25,24,33,48,0,12,276,145,71,54,54,57,299,111,177,174,961,213,350,123,75,47,52,44
14000US08005005551,"Census Tract 55.51, Arapahoe, CO",1961,374,53,46,0,12,0,12,0,12,0,12,0,12,0,12,1,3,48,50,31,49,0,12,0,12,88,77,21,30,59,41,374,144,333,142,117,78,427,217,120,64,214,89,54,43,21,24,0,12
14000US08005005552,"Census Tract 55.52, Arapahoe, CO",1826,248,91,79,0,12,0,12,0,12,0,12,85,107,0,12,0,12,0,12,0,12,16,25,51,52,37,39,12,26,47,40,493,148,90,69,85,64,330,137,166,75,216,108,100,85,0,12,7,11
14000US08005005553,"Census Tract 55.53, Arapahoe, CO",3004,440,184,184,0,12,0,12,0,12,0,12,18,27,0,12,0,12,59,59,2,4,11,18,9,15,81,70,51,74,165,122,722,203,206,106,138,84,497,175,215,107,518,200,103,72,10,16,15,25
14000US08005005611,"Census Tract 56.11, Arapahoe, CO",4208,515,0,17,0,17,0,17,0,17,0,17,19,29,0,17,0,17,19,30,9,14,0,17,0,17,32,32,10,15,52,34,643,191,138,74,151,59,590,168,285,87,1471,350,472,143,205,145,112,54
14000US08005005612,"Census Tract 56.12, Arapahoe, CO",2153,234,0,12,0,12,0,12,0,12,0,12,0,12,12,19,0,12,0,12,0,12,0,12,0,12,40,49,13,17,0,12,229,112,6,9,82,50,272,112,152,70,885,159,303,74,150,73,9,15
14000US08005005614,"Census Tract 56.14, Arapahoe, CO",2288,298,10,17,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,19,27,23,20,22,308,130,0,12,100,53,486,115,166,77,532,97,493,258,58,49,63,48
14000US08005005619,"Census Tract 56.19, Arapahoe, CO",3462,526,24,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,23,26,2,14,2,4,0,17,0,17,64,42,82,43,416,151,57,44,136,68,439,104,232,97,1289,279,501,211,154,61,41,28
14000US08005005620,"Census Tract 56.20, Arapahoe, CO",2414,385,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,43,54,0,12,0,12,34,52,13,20,29,29,18,21,506,147,52,41,130,78,296,92,132,76,734,239,363,174,42,39,22,23
14000US08005005621,"Census Tract 56.21, Arapahoe, CO",2058,170,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,0,12,0,12,0,12,0,12,34,40,221,87,16,22,62,38,253,96,98,54,878,176,340,115,90,53,53,35
14000US08005005622,"Census Tract 56.22, Arapahoe, CO",2007,233,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,16,15,122,47,5,6,77,49,158,51,122,64,887,131,381,143,194,63,39,23
14000US08005005623,"Census Tract 56.23, Arapahoe, CO",3005,271,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,23,10,16,40,48,205,77,31,33,88,42,220,85,166,65,1295,231,730,146,91,80,109,80
14000US08005005624,"Census Tract 56.24, Arapahoe, CO",1678,163,0,12,8,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,0,12,0,12,6,8,19,17,139,56,101,67,35,26,311,84,130,50,541,91,289,65,48,28,45,33
14000US08005005625,"Census Tract 56.25, Arapahoe, CO",2925,373,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,6,9,12,18,0,12,53,75,496,206,49,42,139,63,431,164,178,65,922,254,489,113,117,70,24,37
